geneID	FC_X	FC_Y
RAD21L1	1.26	1.6
RP11-82O19.2	1.26	-0.07
RP11-963H1.1	1.26	0.43
RPSAP18	1.26	0.82
ULK4P1	1.26	-0.63
A2M	1.25	1.15
ABRA	1.25	0.24
AL513122.1	1.25	-0.16
CRYM-AS1	1.25	0.25
MICAL2	1.25	-0.55
PLEKHA6	1.25	1.15
PLGLB2	1.25	0.48
PRORSD1P	1.25	-0.35
PTCHD1	1.25	0.16
SNED1	1.25	0.58
SOS1	1.25	0.98
TCF7L2	1.25	0.29
BATF3	1.24	0.72
FHDC1	1.24	1.05
POTED	1.24	-0.43
RASD2	1.24	1.71
RP11-138H10.2	1.24	0.51
RP11-364B6.2	1.24	0.5
SCGB2B2	1.24	0.62
SEC24D	1.24	0.69
SGK2	1.24	1.01
ZNF132	1.24	0.29
ZNF788	1.24	-0.46
BASP1	1.23	1.63
EIF4HP1	1.23	0.74
FAM157A	1.23	-0.37
FAM196A	1.23	0.44
FBN1	1.23	0.87
FOSL2	1.23	0.66
LIFR	1.23	1.05
LIMCH1	1.23	1.09
LPAR1	1.23	0.33
LY9	1.23	0.14
NT5C1A	1.23	0.28
PRKD1	1.23	2.2
RP11-434B12.1	1.23	0.1
RPS7P1	1.23	1.55
SVEP1	1.23	-0.34
UBTD1	1.23	0.15
UGT1A1	1.23	0.04
WISP1	1.23	0.97
ADAMTS17	1.22	-0.49
ADIPOQ	1.22	0.37
AP003419.11	1.22	0.73
CA6	1.22	0.56
CELSR1	1.22	0.24
CYP2F1	1.22	0.98
ERRFI1	1.22	1.53
GATA2	1.22	1.79
GLIPR1L2	1.22	-0.31
HOXA5	1.22	1.45
KMT2B	1.22	0.67
MOV10L1	1.22	0.44
MTCO3P21	1.22	0.35
NBPF2P	1.22	0.84
OBSCN	1.22	-0.5
ONECUT2	1.22	0.86
PTPN11	1.22	-0.54
RP11-16E23.4	1.22	0.63
SLC22A5	1.22	1
SLC25A28	1.22	0.3
SPON1	1.22	0.94
VIT	1.22	0.98
AC116366.6	1.21	0.32
AC244489.1	1.21	-0.13
AK3P3	1.21	0.4
C16orf71	1.21	-0.94
COL15A1	1.21	1.22
EGR2	1.21	0.01
EVL	1.21	0.96
FAM208B	1.21	-0.44
GP1BB	1.21	1.02
IGFBP5	1.21	1.26
KLF4	1.21	0.14
MAGI2	1.21	0.4
RP11-62J1.3	1.21	0.16
SHANK1	1.21	0.01
SLC35F1	1.21	0.74
TMEM130	1.21	0.94
TTC9B	1.21	1.19
AC008132.13	1.2	-0.04
AC243734.1	1.2	1.2
ADAMTS6	1.2	0.75
AFAP1L2	1.2	-0.14
ARL11	1.2	-0.38
DFNA5	1.2	-0.2
DPYSL2	1.2	1.59
INPP5E	1.2	0.29
ITPRIPL1	1.2	-0.22
MEFV	1.2	-0.81
RP11-734J24.1	1.2	0.67
RPL21P112	1.2	1.1
SLC2A12	1.2	2.36
TSPAN5	1.2	0.61
USP32P1	1.2	0.03
ANKRD20A5P	1.19	-0.09
ATP1B2	1.19	0.19
BLK	1.19	0.23
CALR3	1.19	0.79
CYP2C19	1.19	0.48
FAM43A	1.19	0.4
IFI27	1.19	1.65
KCNMB4	1.19	0.58
KIAA0586	1.19	0.41
KIR3DX1	1.19	0.17
LDHAP2	1.19	1.12
MMP25	1.19	1.48
RP11-226E21.4	1.19	0.05
SLC7A14	1.19	0.39
SUPT3H	1.19	-0.28
TM4SF19-TCTEX1D2	1.19	1.12
TRAF3	1.19	0.22
ATP8B3	1.18	0.48
BCORL1	1.18	0.94
CATSPERB	1.18	-0.03
CCL2	1.18	2.29
CFAP206	1.18	1.21
CLCF1	1.18	1.18
CYP2E1	1.18	0.97
DMWD	1.18	-0.29
GALC	1.18	0.58
IFNAR1	1.18	0.51
KLHL32	1.18	0.04
RP11-274B21.12	1.18	0.6
SDR42E1	1.18	1
SLC24A4	1.18	-0.99
ATP1B1	1.17	0.61
BACE1	1.17	0.6
BNIP3P28	1.17	0.46
CD101	1.17	1.12
CHRNA10	1.17	-0.06
CORO2B	1.17	0.19
DLX2	1.17	1.2
FRS3	1.17	0.51
HAVCR1	1.17	0
HECW1	1.17	-0.18
IDO2	1.17	1.04
LRFN4	1.17	0.74
RNLS	1.17	0.77
RP11-864I4.1	1.17	0.17
RP13-130D24.1	1.17	0.05
RYR2	1.17	-0.12
SLC8A1	1.17	0.93
ZCCHC2	1.17	1.09
AC068279.3	1.16	0.62
AMOTL1	1.16	0.55
ANO2	1.16	0.62
BTNL9	1.16	-0.1
CPS1	1.16	0.55
KIAA1755	1.16	0.16
KMT2A	1.16	1.1
LPIN2	1.16	0.62
PCDHGB2	1.16	0.6
RNF128	1.16	1.62
RP11-903H12.5	1.16	-0.31
ST13P6	1.16	0.59
TNIK	1.16	1.03
USP49	1.16	-0.1
ZNF345	1.16	-0.03
ADAM19	1.15	-0.33
CCDC144A	1.15	0.61
COL8A1	1.15	1.01
DASS-161H22.6	1.15	0.7
DTWD2	1.15	0.05
FTH1P10	1.15	0.99
GLRA1	1.15	0.36
GOLGA8T	1.15	0.68
KRTAP2-3	1.15	1.15
LPCAT2	1.15	0.89
MSH5-SAPCD1	1.15	-0.17
RP11-203J24.9	1.15	0.5
RP11-680G24.4	1.15	0.58
SVIL	1.15	-0.02
VWCE	1.15	0.15
ADCY9	1.14	1
ARHGEF6	1.14	1.04
DGKG	1.14	-0.05
EEF1A1P14	1.14	0.61
FTH1P7	1.14	1.18
IGDCC3	1.14	0.88
IGHVII-44-2D	1.14	-0.06
LAMB3	1.14	0.28
MYOM1	1.14	-0.41
NDUFA9P1	1.14	-0.15
NPR3	1.14	-0.22
NTM	1.14	0.61
RP11-411B6.6	1.14	-1.57
SDC2	1.14	1.35
SIM2	1.14	0.06
SLC12A1	1.14	0.22
SLC2A3P2	1.14	0.83
SLC30A2	1.14	0.51
STOX2	1.14	0.25
ZNF876P	1.14	-0.2
AP000705.8	1.13	0.12
CORO6	1.13	1.17
CTBP2P8	1.13	0.3
DUOX1	1.13	0.64
FAAH	1.13	-0.21
HS6ST2	1.13	0.48
RP11-15J10.8	1.13	0.26
RP11-295P9.3	1.13	0.39
RP5-1173I20.1	1.13	1.13
RPL7P44	1.13	0.78
SLC48A1	1.13	0.34
SRRM4	1.13	-0.4
ANK3	1.12	0.54
AP000275.65	1.12	-0.18
ATXN7L2	1.12	0.45
CCDC188	1.12	0.39
EBF4	1.12	-1.08
IGFBP2	1.12	0.43
LAMB1	1.12	0.47
LHX8	1.12	0.81
LRRC38	1.12	0.12
NBPF26	1.12	-0.48
OMG	1.12	0.09
PDZD2	1.12	-0.13
PIK3R5	1.12	0.57
RP11-278C7.1	1.12	-0.25
SHC3	1.12	-0.31
SKIL	1.12	1.32
TAS1R3	1.12	0.75
TENM4	1.12	1.05
ZNF192P1	1.12	-0.43
ACER2	1.11	0.96
ADGRB3	1.11	0.6
ATP8B5P	1.11	0.35
CCT6P1	1.11	-1.12
DAW1	1.11	0.2
GRID2	1.11	-0.86
LMO7	1.11	1.97
LRP1	1.11	0
MAFK	1.11	0.54
MUC12	1.11	0.79
PLEKHA4	1.11	0.56
SLC16A6	1.11	1.22
SPDYE2	1.11	1.15
CABP1	1.1	-0.03
COL9A3	1.1	0.02
COLEC11	1.1	0.18
CTA-313A17.2	1.1	1.31
DDX60	1.1	0.71
EMC3-AS1	1.1	1.1
FAR2	1.1	1.15
FGF1	1.1	1.12
HSPA1A	1.1	-0.43
MATN2	1.1	1.79
MRPS22	1.1	1.22
MSI1	1.1	0.48
MST1L	1.1	-0.2
NR1D1	1.1	0.36
NRN1L	1.1	0.95
NUDT4P1	1.1	0.16
PLN	1.1	1.52
PTAFR	1.1	-1.04
RP11-536L3.4	1.1	0.57
RP5-1147A1.1	1.1	0.83
ZNF674	1.1	0.21
AC098614.1	1.09	0.32
BTK	1.09	-0.73
EIF2AK3	1.09	0.47
EYA4	1.09	0.53
GLIS3	1.09	0.19
HNF4A	1.09	0.53
HSD17B13	1.09	0.26
MCTS2P	1.09	-0.3
NRG1	1.09	0.86
RP11-453N18.1	1.09	-0.03
RP11-468E2.2	1.09	1.13
RPSAP52	1.09	0.14
TSHZ3	1.09	-0.16
WNT2B	1.09	0.67
WWC1	1.09	-0.29
XXyac-YM21GA2.7	1.09	-0.5
ZNF569	1.09	0.06
CADPS	1.08	0.21
CX3CR1	1.08	0.4
DOCK5	1.08	0.7
GUCA1B	1.08	0.29
HSD17B2	1.08	0.52
KDM1B	1.08	0.41
KLF8	1.08	-0.17
LDHAL6B	1.08	1
LIF	1.08	0.83
MARCH8	1.08	0.82
P2RY6	1.08	0.45
PLEKHA7	1.08	0.62
RAB7B	1.08	0.42
RNF150	1.08	0.3
RP11-638I2.10	1.08	0.38
RPL21P44	1.08	1.08
SPDYE7P	1.08	0.51
TRIM67	1.08	1.16
WWC2	1.08	0.8
ACTG1P10	1.07	0.08
ARMCX4	1.07	0.64
CALB2	1.07	0.69
CMAHP	1.07	0.13
COL6A2	1.07	1
ELOVL2	1.07	0.28
GIPR	1.07	0.31
IRS1	1.07	2.04
LINC00483	1.07	0.41
PCDHGA12	1.07	0.77
RP11-796G6.1	1.07	0.22
TAF3	1.07	0.4
TMEM108	1.07	0.78
UPK1B	1.07	0.81
WNT5A	1.07	1.84
AC009967.3	1.06	0.65
CD4	1.06	-0.06
CEMIP	1.06	1.34
CSTL1	1.06	0.26
CTA-351J1.1	1.06	0.26
CUZD1	1.06	1.56
FAM83E	1.06	-0.92
IL20RB	1.06	-0.49
LCOR	1.06	-0.06
MAP3K10	1.06	-0.21
MYOT	1.06	0.28
NOVA2	1.06	-0.22
PLXDC2	1.06	0.11
PRAMEF9	1.06	0.39
RP11-136C24.3	1.06	0.17
S1PR1	1.06	0.22
SAMD3	1.06	-1.11
SORBS2	1.06	0.79
SRPX2	1.06	0.52
AC107982.4	1.05	-1.01
CTD-2124B8.2	1.05	0.87
DNMBP	1.05	0.58
GRHL2	1.05	-0.15
NCEH1	1.05	1.77
NFE2	1.05	0.81
PALM2-AKAP2	1.05	-0.18
RPS4XP16	1.05	-0.22
RPS6KA2	1.05	0.25
SOSTDC1	1.05	1.43
STAG3L1	1.05	-0.04
TG	1.05	-0.08
TRIM16	1.05	0.39
ANKEF1	1.04	0.68
CITED2	1.04	0.83
CTD-2026D20.3	1.04	-0.21
CTD-2192J16.17	1.04	-0.41
DLX3	1.04	1.52
FAM155A	1.04	-0.27
FNDC5	1.04	1.26
GRIK4	1.04	0.06
HNRNPA1P40	1.04	-0.05
HSPG2	1.04	1.31
IFI44L	1.04	0.27
MRPL48P1	1.04	0.77
PLCH2	1.04	0.64
PNPO	1.04	0.25
PTPRB	1.04	0.33
RP11-231P20.6	1.04	0.58
SLC7A7	1.04	-0.03
TFAP2C	1.04	1.05
TMEM204	1.04	0.36
TOX2	1.04	0.69
USH2A	1.04	1.13
ZNF396	1.04	-0.25
ZNF41	1.04	1.44
ZNF737	1.04	-1.01
ZNF826P	1.04	0.04
AC010980.2	1.03	0.46
ANKRD18EP	1.03	-0.14
C9orf131	1.03	1.56
CBARP	1.03	0.9
CUL9	1.03	0.51
ESRRG	1.03	-0.15
GPCPD1	1.03	0.97
GTF2H5	1.03	0.16
HCLS1	1.03	0.52
LIPH	1.03	-0.07
NDRG4	1.03	-0.3
PLCE1	1.03	0.32
PLXNA3	1.03	0.37
RAB11FIP1P1	1.03	-0.26
RP11-259G18.2	1.03	0.7
RP11-51F16.9	1.03	-0.39
SGMS1	1.03	-0.05
SOGA3	1.03	1.45
SRL	1.03	0.36
TMEM265	1.03	0.35
TTLL9	1.03	0.42
ACTG1P1	1.02	0
ANO7L1	1.02	0.9
DNAJC5B	1.02	0.33
DSTNP2	1.02	0.18
DUOX2	1.02	0.32
EIF4A1P10	1.02	0.42
FSIP1	1.02	0.68
FSIP2	1.02	-0.48
GLRA3	1.02	-0.07
GPR155	1.02	0.1
GTF2A1L	1.02	1.04
HNRNPMP1	1.02	0.25
ITGA6	1.02	-0.22
KARSP1	1.02	0.29
LGSN	1.02	-0.04
MTF1	1.02	1.18
SCN3A	1.02	-0.03
SULT1C4	1.02	-0.18
AKR1B15	1.01	0.16
APBB2	1.01	0.31
BNIP3P5	1.01	0.19
CFB	1.01	-0.67
DENND3	1.01	0.3
DNAJC15	1.01	0.31
EEF1A1P22	1.01	1.39
EN1	1.01	0.65
GPC6	1.01	0.39
GVINP1	1.01	0.15
HIST2H3A	1.01	0.49
MMP24	1.01	0.18
MTND6P4	1.01	0.6
PCSK7	1.01	0.52
RFTN2	1.01	0.89
RP11-326C3.16	1.01	0.1
RPS3AP5	1.01	0.34
SCUBE3	1.01	0.49
SMIM22	1.01	0.53
STK31	1.01	0.62
TM4SF1	1.01	0.46
TPM1	1.01	1.52
VNN1	1.01	-0.06
ZNF404	1.01	0.44
B3GALT1	1	0.54
C1orf198	1	1.23
CSNK2A3	1	1
FAM187A	1	-0.34
FBLN7	1	0.18
GYG2P1	1	-0.58
LDLRAD1	1	0.72
LRRC66	1	0.56
MELTF	1	1.15
MOGS	1	1.58
NIM1K	1	0.44
RIC3	1	0.84
RP11-282O18.3	1	1.06
RP11-434D12.1	1	-0.09
VASP	1	0.2
BST2	0.99	1.26
