geneID	FC_X	FC_Y
C3AR1	2.35	0.39
RP11-903H12.5	2.34	-0.24
TLE4	2.34	1.56
VDR	2.34	2.34
HIVEP2	2.33	1.11
COL6A2	2.31	1.42
PTGFR	2.31	1.95
SUSD2	2.3	2.43
SLC26A2	2.29	1.57
PRKY	2.28	0.92
FAM8A1	2.27	0.9
FAP	2.27	1.14
KMT2B	2.27	1.03
PLA2G4B	2.27	-0.27
TNFSF4	2.27	1.6
DCN	2.25	2.4
PNPO	2.24	2.6
HSPA2	2.23	1.24
SNTB1	2.23	0.82
EID3	2.22	1.71
DSEL	2.21	1.69
LTBP2	2.21	2.34
PRR5L	2.21	1.5
LSP1	2.2	2.53
PDGFRA	2.2	0.1
TMEM110-MUSTN1	2.2	2.91
CDKN1A	2.19	0.67
DCHS2	2.19	1.49
FAM65C	2.17	-0.16
IFI44L	2.17	0.01
MTSS1	2.16	0.7
ANGPTL7	2.15	1.29
MYCBP2	2.14	1.22
STC2	2.14	1.52
DDX60	2.13	1.35
SLC12A8	2.13	1.42
TIAM1	2.13	2.09
AGAP13P	2.12	1.16
ANO3	2.12	2.01
ARL4C	2.12	1.45
MUC6	2.12	2.26
PLA2G2A	2.12	2.12
ANXA1	2.11	1.39
ARSE	2.11	0.34
C1orf106	2.11	1.25
GRIP1	2.11	1.98
SLC2A12	2.11	2
TRANK1	2.11	0.33
ARHGAP20	2.1	1.6
CFH	2.1	0.76
NEDD9	2.1	1.98
NEGR1	2.1	1.48
ALCAM	2.09	0.99
GAS6	2.09	2.6
JUN	2.09	1.04
VASH2	2.09	0.5
AHDC1	2.08	-0.34
CCND3	2.08	1.89
PDK4	2.08	1.59
LOXL1	2.07	1.65
ADAM12	2.06	0.25
CRIM1	2.06	1.91
FGF5	2.06	1.28
KITLG	2.05	0.65
HS3ST3B1	2.04	2.14
PLEKHA6	2.04	2.03
ZNF527	2.04	1.59
EHD2	2.03	1.68
ITLN2	2.03	-0.08
AKR1C3	2.02	1.8
GBP3	2.02	1.59
SCUBE1	2.02	0.89
CAV1	2.01	1.69
CDH13	2.01	0.6
IRS1	2.01	1.99
OSR2	2.01	0.85
ERRFI1	2	1.53
OR7A5	2	2.75
VKORC1L1	2	0.81
AMMECR1L	1.99	-1.56
ANGPTL4	1.99	1.97
TGFBR2	1.99	0.74
AHNAK	1.98	1.79
SLC28A3	1.98	1.39
SRPX2	1.97	0.43
ANKRD24	1.96	1.78
MAP3K5	1.96	2.78
SLC38A4	1.96	1.81
WFDC1	1.96	0.61
BCL3	1.95	0.72
CCNI2	1.95	1.7
PTGER4	1.95	0.57
TRAF1	1.95	1.58
KLHL4	1.94	1.66
EPSTI1	1.93	0.84
HSD17B2	1.93	1.68
PDCD1LG2	1.93	1.93
TXNIP	1.93	1.91
WASH1	1.93	2.23
AIM1	1.92	0.77
COL6A1	1.92	1.41
FAM219A	1.92	-0.33
PDGFC	1.92	1.18
PTGIR	1.92	2.29
ATOH8	1.91	2.82
MAST4	1.91	0.61
PAG1	1.91	1.13
PODNL1	1.91	1
WISP2	1.91	1.82
GTF2IP12	1.9	1.76
PRH1-PRR4	1.9	1.43
RP1-122P22.2	1.9	-0.26
SFRP4	1.9	1.94
ZFP36	1.9	1.69
HSD11B1	1.89	1.08
ZNF525	1.89	0.33
CNTNAP3	1.88	1.22
INMT	1.88	1.51
SPDYE15P	1.88	0.11
APOL1	1.87	0.5
ARID5B	1.87	1.51
DAPK2	1.87	0.21
TNC	1.87	1.05
ABHD12B	1.86	0.29
ZNF442	1.86	0
CCDC54	1.85	1.85
PCOLCE	1.85	1.29
SLITRK2	1.85	0.64
TAGLN	1.85	0.53
AP006285.1	1.84	0.47
GCNT1	1.84	1.33
NSG1	1.84	0.69
SLC44A3	1.84	1.45
ZFHX2	1.84	0.25
LMBRD1	1.83	-0.04
MRO	1.83	1.71
CDC42EP3	1.82	1.29
NID2	1.82	1.74
PAQR7	1.82	1.82
PDE7B	1.82	1.24
RBFOX2	1.82	1.2
FMO2	1.81	0.92
LHFP	1.81	1.56
METTL7A	1.81	1.29
OGFRL1	1.81	1.81
ADAMTS1	1.8	0.72
APBB2	1.8	0.77
BCAR1	1.8	-0.67
C5AR1	1.8	0.49
DAAM2	1.8	2.15
DPEP1	1.8	0.51
FRAT1	1.8	0.99
LDOC1	1.8	1.45
SCG2	1.8	0.98
TMEM100	1.8	1.94
BEND6	1.79	0.34
LARGE1	1.79	0.23
NAIP	1.79	0.13
RASL11B	1.79	2.23
SERPINI1	1.79	1.41
C10orf54	1.78	1.27
CFI	1.78	1.04
CXCL12	1.78	1.78
KCNMB4	1.78	0.48
KCTD19	1.78	-0.39
SPDYE6	1.78	1.79
TMEM86B	1.78	0.21
INHBA	1.77	1.84
KLF9	1.77	1.03
MVP	1.77	0.8
PLCXD2	1.77	0.03
PPFIA2	1.77	1.82
RDX	1.77	0.88
GGACT	1.76	1.66
NPR3	1.76	1.33
PLEKHS1	1.76	2.02
APOBEC4	1.75	1.46
C1S	1.75	1.8
CACNA2D3	1.75	1.27
DLL1	1.75	1.75
IFI27	1.75	0.14
PDE3A	1.75	1.13
SLC26A7	1.75	1
SPINT2	1.75	1.74
JAG1	1.74	1.2
PER1	1.74	1.55
POM121L9P	1.74	1.77
PPP4R4	1.74	0.49
CFB	1.73	0.72
FBXL22	1.73	1.28
FMO5	1.73	1.56
LAMP5	1.73	1.15
OLFM2	1.73	0.54
RBMXL1	1.73	0.36
SOCS3	1.73	2.3
SORBS1	1.73	0.43
ZNF260	1.73	0.55
ETV1	1.72	0.94
KCNJ13	1.72	2.09
MAP3K15	1.72	0.54
NME5	1.72	0.33
RAPGEF3	1.72	1.59
ZFP30	1.72	1.6
AC145212.2	1.71	0.93
HES7	1.71	1.55
POMGNT2	1.71	0.81
SERPINB2	1.71	1.94
SPP1	1.71	0.96
AGGF1P2	1.7	0.14
RP5-1000K24.2	1.7	-0.03
SAMD8	1.7	0.36
TNK2	1.7	0.92
AC002310.11	1.69	0.72
AREG	1.68	1.68
COL12A1	1.68	0.82
FBLN1	1.68	1.54
JPH2	1.68	1.7
ATP6V1G2-DDX39B	1.67	1.9
COL5A2	1.67	1.24
DCLK1	1.67	0.61
GGT5	1.67	1.62
SH3BGRL2	1.67	1.86
SLC26A10	1.67	1.52
SMAGP	1.67	1.66
ZBTB11	1.67	0.01
DHRS3	1.66	1.03
KRT7	1.66	1.39
MARCH1	1.66	-0.45
MX2	1.66	-0.12
RDH10	1.66	0.95
MPP4	1.65	1.3
SPOCD1	1.65	1.59
TXNRD1	1.65	1.56
C12orf50	1.64	0.16
CD163L1	1.64	1.89
DPYD	1.64	1.09
ITGA1	1.64	0.08
KCNK3	1.64	1.67
PARD3B	1.64	0.95
ALS2CR11	1.63	-0.33
EN1	1.63	1.56
FAM208B	1.63	1.7
SAG	1.63	-0.5
ALPK2	1.62	1.18
BST2	1.62	0.47
CXCL3	1.62	1.69
HTN1	1.62	1.16
PRKCA	1.62	1.64
ZNF569	1.62	1.18
ABCA1	1.61	0.5
AC090094.1	1.61	3.2
ACSM5	1.61	1.53
ARHGEF26	1.61	1.88
EIF3CL	1.61	1.61
GPR39	1.61	1.61
OR5A2	1.61	0.85
CPB1	1.6	1.28
ELL2	1.6	0.71
HTRA4	1.6	-0.09
MUC19	1.6	1.14
PCDHB10	1.6	1
RPL21P75	1.6	1.6
SIX1	1.6	0.39
TACC2	1.6	1.54
ZNF845	1.6	1.15
ADAMTS5	1.59	1.17
C10orf107	1.59	1.08
IP6K3	1.59	1.71
NTRK2	1.59	1.28
OR7D2	1.59	0.64
BCORL1	1.58	0.71
RP11-745O10.4	1.58	1.94
ZFP14	1.58	1.91
ZNF658B	1.58	0.41
FTH1P20	1.57	1.54
MMP19	1.57	1.57
SOCS1	1.57	2.17
CRISPLD2	1.56	1.58
GTF2H2B	1.56	1.19
HECTD2	1.56	0.5
KNDC1	1.56	1.86
LOXL2	1.56	2.02
SLC1A2	1.56	1.36
ADAMTSL1	1.55	0.97
ITGB5	1.55	1.06
MAGEC1	1.55	1.55
PTGS1	1.55	0.37
RP11-138H10.2	1.55	0.47
IFT122	1.54	0.34
KYNU	1.54	0.76
PLGLB2	1.54	0.1
SMIM3	1.54	1.43
CLSTN2	1.53	1.35
CYP2E1	1.53	-0.58
DCDC2	1.53	0.55
GDF5	1.53	2.15
KCNK2	1.53	1.7
MRC2	1.53	1.99
RP1-130H16.18	1.53	-0.18
RP11-44D5.1	1.53	1.29
RP11-651P23.4	1.53	-0.06
WASH4P	1.53	-0.38
ARRDC2	1.52	0.52
BCL6	1.52	0.81
CNTN1	1.52	0.14
DNAJC6	1.52	0.95
FAM101A	1.52	1.03
GNG11	1.52	1.22
LIN7A	1.52	1.14
LRRK2	1.52	0.43
SIAE	1.52	1.28
HES2	1.51	0.67
JUP	1.51	1.58
MMP24	1.51	0.25
NOXRED1	1.51	0.61
TPM1	1.51	1.59
ATR	1.5	0.76
DUSP1	1.5	1.46
FAM157B	1.5	-0.39
GOLGA8N	1.5	0.17
ITGA3	1.5	1.4
LINC01085	1.5	1.02
NDRG1	1.5	0.82
NKX2-1	1.5	1.5
PRDM1	1.5	1.11
RAB27B	1.5	-0.79
TSPAN5	1.5	1.69
VEGFC	1.5	0.53
AC090945.1	1.49	0.25
PTCH2	1.49	0.29
RP11-540B6.6	1.49	0.38
ABC14-864958H18.2	1.48	0.99
AL135787.1	1.48	0.42
C9orf3	1.48	1.41
ELK3	1.48	0.89
HSPE1-MOB4	1.48	2.34
KLRD1	1.48	1.37
LRRC37A17P	1.48	0
MAP1A	1.48	0.61
ROR2	1.48	1.31
TACR1	1.48	1.35
CDK13	1.47	0.71
DPP10	1.47	1.19
NCOA7	1.47	-0.34
SAMD5	1.47	1.1
TANC2	1.47	-0.21
WNT11	1.47	1.1
BICC1	1.46	1.54
CTB-119C2.1	1.46	0.6
DDAH1	1.46	1.43
NFKBIA	1.46	1.15
PDGFD	1.46	0.85
PTPRU	1.46	-0.33
STC1	1.46	0.16
TGFB3	1.46	0.84
COL4A6	1.45	1.23
ENOX1	1.45	0.84
FAM171A1	1.45	1.13
LEPR	1.45	1.3
MAMLD1	1.45	0.76
SLAMF8	1.45	0.72
TPO	1.45	1.3
UNKL	1.45	0.68
ZNF257	1.45	1.73
ADAMTS7	1.44	1.17
BDNF	1.44	0.16
CASK	1.44	-0.03
EML1	1.44	0.6
FAM177A1	1.44	1.18
FRMD3	1.44	1.24
PTGS2	1.44	0.78
RBM15	1.44	0.15
RNF148	1.44	-0.08
SLC25A21	1.44	0.87
ADAMTS15	1.43	1.43
AKR1C1	1.43	-0.73
CLCN4	1.43	1.97
HEPACAM2	1.43	0.76
KLHL3	1.43	0.77
PLCL1	1.43	0.1
PNLIPRP1	1.43	0.04
RAB3D	1.43	0.57
RP11-410L14.1	1.43	0.59
TENM2	1.43	-0.28
CCDC92	1.42	1.14
CLEC4E	1.42	0.52
CMTM8	1.42	1.28
FAM114A1	1.42	0.5
IGLV1-51	1.42	0.15
ITGA8	1.42	1.06
AVIL	1.41	1.25
CYP2D8P	1.41	0.8
HOXC8	1.41	0.48
NEXN	1.41	1.62
P2RX6	1.41	0.75
RP11-507K12.1	1.41	1.41
SDK2	1.41	3.93
SLC8A1	1.41	-0.29
KLF2P4	1.4	1.67
NR2F1	1.4	0.85
RP11-302B13.5	1.4	0.47
RP11-69E11.4	1.4	0.53
SLC1A3	1.4	1.46
SORBS2	1.4	0.53
B3GALT2	1.39	0.68
CNTNAP1	1.39	0.09
CTC-428H11.2	1.39	-0.14
DOCK8	1.39	2.05
ENPP2	1.39	0.86
FAM186B	1.39	-0.31
HIST4H4	1.39	0.04
HRCT1	1.39	1.21
HSPB7	1.39	1.39
IQUB	1.39	1.3
KIAA0513	1.39	0.93
KIF26B	1.39	1.4
KSR2	1.39	1.01
MFAP5	1.39	0.52
NMRAL1P1	1.39	1.12
NTRK3	1.39	0.57
PGM2L1	1.39	0.17
PITPNM2	1.39	1.45
PTK2B	1.39	0.7
SYT1	1.39	0.43
TRIM8	1.39	3
UBAP1L	1.39	0.03
ADD3	1.38	1.09
BEST3	1.38	0.3
CLOCK	1.38	0.57
FGF7	1.38	-0.08
HIPK3	1.38	0.72
IL6	1.38	1.58
KCND3	1.38	1.23
LGR4	1.38	0.65
LIME1	1.38	0.34
LMO7	1.38	1.2
PCDHB16	1.38	0.61
RAB21	1.38	0.38
SLC25A24P2	1.38	0.13
ZNF660	1.38	0.59
ZNF705A	1.38	1.2
ADGRB1	1.37	0.43
CTD-2353F22.2	1.37	1.05
F3	1.37	0.96
FCRLA	1.37	0
GRK4	1.37	-0.09
LBP	1.37	1.37
LRRN3	1.37	0.78
MECOM	1.37	0.47
PHLDB2	1.37	1.34
RASL11A	1.37	1.83
RND2	1.37	0.68
SCN11A	1.37	0.53
SLC16A2	1.37	0.83
SLC26A8	1.37	1.03
ZNF423	1.37	1.49
ANK3	1.36	1.11
CCBE1	1.36	1.43
COLEC12	1.36	0.85
EBF1	1.36	1.47
EEF1B2P3	1.36	1.63
FERMT1	1.36	0.8
GPCPD1	1.36	0.54
MMP20	1.36	1.26
STK31	1.36	2.87
SUN2	1.36	0.86
TMEM59L	1.36	1.42
XAF1	1.36	0.74
CHRNB1	1.35	0.56
DDX3X	1.35	-1.43
EXOG	1.35	1
ITGAV	1.35	0.04
LMOD1	1.35	1.39
LPP	1.35	0.51
PIGN	1.35	0.1
RP3-403A15.5	1.35	-0.66
SLC22A20	1.35	0.73
ABHD15	1.34	0.39
ADCY10P1	1.34	0.43
DAZL	1.34	0.64
DLG3	1.34	0.6
ELOVL2	1.34	0.75
OSBPL5	1.34	0.9
ZNF275	1.34	1.07
ABCC4	1.33	0.92
CCDC30	1.33	0.03
CH17-472G23.4	1.33	1.03
CTGF	1.33	1.06
ELFN2	1.33	1.39
GLIS1	1.33	1.02
GNAL	1.33	1.06
GPR135	1.33	0.33
KIAA1109	1.33	-0.13
PHBP19	1.33	1.08
REPS2	1.33	0.84
SYCP2	1.33	0.49
TFAP2C	1.33	1.37
TSPAN19	1.33	2.48
TTLL11	1.33	0.94
ZFPM1	1.33	1.06
ZNF271P	1.33	0.44
AOC2	1.32	0.25
CEP19	1.32	0.14
CTDSPL	1.32	0.21
FSIP1	1.32	0.96
LURAP1L	1.32	0.31
PRR16	1.32	2.09
RP11-244H3.1	1.32	0.35
SLC45A4	1.32	-0.07
ST3GAL5	1.32	1.56
ANKRD1	1.31	0.92
ATP1B1	1.31	0.73
FOXO1	1.31	0.08
GSTM3	1.31	1.15
PPARGC1A	1.31	0.54
RAD50	1.31	0.08
RASSF6	1.31	0.74
RNF217	1.31	0.74
RP11-697N18.3	1.31	1.23
SERPINH1P1	1.31	0.83
SKIL	1.31	0.95
SLAIN2	1.31	0.8
TNRC6C	1.31	-0.49
AFF1	1.3	1.07
C16orf71	1.3	0.16
CABYR	1.3	-0.01
CCDC114	1.3	0.4
CNN2	1.3	1.07
EPAS1	1.3	0.67
GADD45B	1.3	0.77
HAP1	1.3	1.29
IRF9	1.3	0.16
KIAA1462	1.3	2.2
LRRC2	1.3	0.1
MORN2	1.3	-0.68
NCEH1	1.3	1.74
NKAIN1	1.3	1.16
OPRD1	1.3	0.41
RABGAP1	1.3	1.02
RP11-9J18.1	1.3	0.23
SLC30A8	1.3	-0.39
SSPO	1.3	1.44
STAT4	1.3	0.81
STK17B	1.3	1.17
ZFP36L2	1.3	1.17
AC092933.4	1.29	1.05
ATAD3C	1.29	-0.2
CATSPER1	1.29	0.99
CCDC157	1.29	0.99
FABP4	1.29	1.29
IFITM2	1.29	1.15
MUC7	1.29	0.51
PROSER2	1.29	0.81
PTGER2	1.29	1.29
RASSF8	1.29	0.21
RP4-777O23.3	1.29	0.84
RP5-857K21.4	1.29	0.36
SH3RF2	1.29	1.19
TDRD6	1.29	-0.31
TRIM67	1.29	1.45
WHAMMP3	1.29	0.52
ZNF41	1.29	1.27
ABCA7	1.28	-0.02
CITED2	1.28	1.35
CORIN	1.28	0.49
CREB5	1.28	2.39
CXorf56	1.28	1.16
ERICH6B	1.28	-0.05
KIAA0040	1.28	0.28
KIAA0825	1.28	0.83
MLH1	1.28	0.18
NBEAL2	1.28	1.91
NLRP6	1.28	0.43
PDZK1P1	1.28	0.66
POLR3A	1.28	0.14
TAS2R12	1.28	0.67
VIT	1.28	1.28
WFIKKN1	1.28	1.38
AC104532.2	1.27	0.52
ENO1-IT1	1.27	0.64
FNBP1P1	1.27	0.79
GLRX	1.27	1.14
HDAC9	1.27	1.18
MOXD1	1.27	1.05
OFCC1	1.27	0.51
SLC3A1	1.27	0.5
SMG1P1	1.27	0.1
SPNS2	1.27	0.81
TRAPPC9	1.27	0.65
VCL	1.27	0.87
ABC13-48559800H2.1	1.26	0.48
ACVR1	1.26	1.43
BOC	1.26	0.48
GATA3	1.26	-0.08
HLA-V	1.26	0.3
IKZF4	1.26	0.36
ITLN1	1.26	0.99
LRRC10	1.26	0.95
PIPOX	1.26	0.11
PLXNB1	1.26	0.62
RP11-532M24.1	1.26	1.81
SFRP1	1.26	1
SQRDL	1.26	0.34
ZNF345	1.26	0.2
ANKAR	1.25	0.06
ARSJ	1.25	0.1
BTNL9	1.25	0.8
CAMK2N1	1.25	-0.08
DICER1	1.25	1.06
DUSP5	1.25	1.17
HHIPL1	1.25	0.32
ID2	1.25	0.53
KMO	1.25	1.13
LRRIQ4	1.25	0.12
NLRP1	1.25	0.45
RP11-331G2.6	1.25	0.37
RP11-532F6.2	1.25	-0.11
SGMS2	1.25	0.22
SH3D19	1.25	1.06
TEC	1.25	0.45
ZNF192P1	1.25	0.82
ZNF699	1.25	0.99
AC007040.11	1.24	0.83
CST7	1.24	0.26
EPDR1	1.24	1.36
GOLGA6L5P	1.24	1.42
GTF2H5	1.24	0.25
MYPN	1.24	1.24
PLPP3	1.24	1.07
SPOCK1	1.24	0.9
SRPX	1.24	0.74
TSPAN18	1.24	1.24
TUBA4A	1.24	1.47
CCL5	1.23	0.69
MAP1B	1.23	1.75
NOL10	1.23	0.99
NUAK1	1.23	0.93
PCDH18	1.23	1.46
RCAN2	1.23	1.56
ADAMTS12	1.22	1.88
AJUBA	1.22	1.22
ARSK	1.22	-0.2
CHST5	1.22	0.39
FAM43A	1.22	1.06
GHRL	1.22	0.46
MFSD4A	1.22	0.94
PCDHA11	1.22	0.75
PTPRB	1.22	-0.38
SYCP3	1.22	0.14
THBS2	1.22	1.12
ARHGDIB	1.21	1.39
CD8B	1.21	0.54
CNNM3	1.21	0
LDLRAD4	1.21	1.32
NHLRC2	1.21	0.81
OAS2	1.21	-0.12
PRICKLE2	1.21	1.34
RGL1	1.21	0.73
RP11-1020A11.1	1.21	0.34
RP11-632K20.7	1.21	0.18
SCN9A	1.21	0.82
SLC1A1	1.21	0.55
SNX9	1.21	-0.43
SPINK9	1.21	0.32
ZNF808	1.21	1.6
BDKRB2	1.2	1
CPB2	1.2	1.04
ITIH6	1.2	-0.54
KCNJ5	1.2	-0.36
KIF13B	1.2	1.12
NAAA	1.2	0.77
NKD1	1.2	-0.24
NRXN2	1.2	0.93
RASGRP3	1.2	-0.56
RGS17	1.2	0.52
S100A3	1.2	0.48
TMEM191B	1.2	0.41
TTC21A	1.2	-0.27
AMT	1.19	0.24
ANGPTL5	1.19	1.02
CLEC4A	1.19	-0.48
CPEB2	1.19	0.51
CTNNA1	1.19	1.09
EPGN	1.19	1.22
GRAMD3	1.19	0.33
IFNAR1	1.19	0.99
IL1RN	1.19	0.84
IL6ST	1.19	1.16
LILRB3	1.19	0.85
MTUS2	1.19	1.35
RCSD1	1.19	-0.28
RRP36	1.19	0.59
RSPH9	1.19	0.07
WDFY3	1.19	0.48
WNT2B	1.19	-0.09
ZDHHC23	1.19	-0.68
ZNF396	1.19	0.34
ARHGEF6	1.18	0.93
CABP4	1.18	-0.42
CACNA1C	1.18	0.44
CCDC40	1.18	0.29
CLEC4C	1.18	0.72
HSPD1P11	1.18	1.7
PDE10A	1.18	-0.01
PLEKHA7	1.18	1.16
PLPPR4	1.18	0.66
RP11-111H13.1	1.18	0.87
SKAP2	1.18	0.51
SLC30A1	1.18	0.8
TAF1L	1.18	1.01
VGLL3	1.18	0.44
WIPF3	1.18	0.62
XIAP	1.18	0.61
ZNF550	1.18	1.46
ZNF880	1.18	0.15
ZSCAN29	1.18	-0.42
BLID	1.17	0.81
COBL	1.17	-0.16
CUL2	1.17	1.56
DDHD1	1.17	1.41
DSTN	1.17	1.04
EDN3	1.17	0.16
FAM3B	1.17	0.02
GPR82	1.17	-1.44
LYPD5	1.17	0.14
MILR1	1.17	0.69
NBPF20	1.17	0.71
NTNG2	1.17	0.56
PALLD	1.17	1.42
RP11-693N9.2	1.17	0.86
SERPINB12	1.17	-0.33
SKI	1.17	0.07
STK17A	1.17	1.02
SVIL	1.17	0.98
ZMAT1	1.17	0.1
ZNF10	1.17	-0.1
ZNF490	1.17	0.99
ZNF701	1.17	0.57
ABHD5	1.16	0.63
CMAHP	1.16	1.25
COL26A1	1.16	1.16
CTTNBP2NL	1.16	0.81
CYP19A1	1.16	0.75
FMN2	1.16	1.71
GALNT10	1.16	0.76
HPS5	1.16	0.68
HSD3B7	1.16	0.82
KCND1	1.16	1.17
KRT8P12	1.16	0.48
LMF1	1.16	0.39
MSH3	1.16	0.93
NTM	1.16	0.84
OR7E94P	1.16	0.38
PCDHA4	1.16	-0.32
RP1-152L7.5	1.16	2.47
RP3-382I10.7	1.16	0.64
RPS15AP10	1.16	0.85
ZNF493	1.16	0.66
ZNF791	1.16	0.31
ANKRD29	1.15	1.04
ASB15	1.15	0.73
C12orf75	1.15	1.91
C17orf47	1.15	1.16
C22orf15	1.15	1.3
CALD1	1.15	1.01
CREBBP	1.15	0.47
DOPEY1	1.15	0.84
EPHB3	1.15	-1.29
FRG1JP	1.15	0.84
MYBL1	1.15	1.05
PINLYP	1.15	0.33
RARRES3	1.15	0.68
RP11-1277A3.2	1.15	-0.35
RPL14P3	1.15	0.74
SERTAD2	1.15	0.87
SLC25A1P5	1.15	0.55
SPDYE18	1.15	-0.21
STS	1.15	0.19
TGFBI	1.15	0.88
TRIM29	1.15	0.4
UCP2	1.15	0.07
APOB	1.14	1.14
CCDC122	1.14	0.02
CPZ	1.14	1.25
EFCAB6	1.14	0.84
EIF1AXP1	1.14	0.25
EMB	1.14	0.75
ERCC6	1.14	1.27
ETS2	1.14	1.44
FTH1P4	1.14	0.74
G0S2	1.14	0.41
GINM1	1.14	0.44
GPAT2	1.14	0.97
PCDHB2	1.14	0.5
REXO1	1.14	0.4
RP11-542C16.2	1.14	0.68
TANGO2	1.14	0.75
TCF7L2	1.14	0.39
ZNF165	1.14	1.14
ANKRD20A3	1.13	0.47
ANO6	1.13	0.42
ATXN1	1.13	0.52
BTF3P12	1.13	0.68
C4orf22	1.13	0.13
COL15A1	1.13	1.36
CXCL8	1.13	0.52
EDEM3	1.13	-0.15
FAM196A	1.13	-0.11
IL18BP	1.13	0.67
KCNMA1	1.13	0.78
MBD5	1.13	0.29
OSBPL2	1.13	0.24
RP13-130D24.1	1.13	0.71
RSPH3	1.13	0.23
TNFRSF6B	1.13	1.16
TOX2	1.13	1.48
TRIM16	1.13	0.71
UGT3A1	1.13	0.59
ABCB9	1.12	0.23
C4orf47	1.12	1.25
CASQ1	1.12	0.47
CDC42EP1	1.12	1.19
FCF1P7	1.12	-0.11
HACD4	1.12	0.8
IRAK4	1.12	0.36
MAGED4B	1.12	0.76
MBD2	1.12	0.96
MTM1	1.12	1.16
NFIL3	1.12	1.13
PACRG	1.12	-0.27
RAB36	1.12	0.42
RIBC1	1.12	0.61
RP3-499B10.3	1.12	0.84
RPL23AP32	1.12	0.57
SCG5	1.12	1.57
TJP1	1.12	0.24
TM4SF1	1.12	1.41
C2orf27A	1.11	0.72
CA8	1.11	0.85
G6PC2	1.11	0.87
GRHL1	1.11	-0.28
LRRC47	1.11	0.4
MOB3A	1.11	0.6
MYD88	1.11	0.1
NAP1L3	1.11	0.45
PPP1R3B	1.11	-0.05
SLFN11	1.11	1.93
TRIM6-TRIM34	1.11	1.11
TTC7A	1.11	0.52
WIPI1	1.11	0.81
AAK1	1.1	0.63
ANXA2P2	1.1	0.9
BASP1	1.1	1.51
