geneID	FC_X	FC_Y
ALDH1L2	1.6	0.19
CTD-3074O7.11	1.6	1.6
EIF1AY	1.6	-0.29
EPM2A	1.6	1.67
LA16c-60H5.7	1.6	-0.07
PMS2P1	1.6	1.25
SUMO2P17	1.6	0.4
C1orf54	1.59	1.4
NME1-NME2	1.58	0.54
NOS3	1.58	1.93
RAB33B	1.58	0.05
RALGPS1	1.58	1.29
TMEM52B	1.58	0.88
BORCS8-MEF2B	1.57	0.73
GRID2	1.57	0.35
RP11-603J24.9	1.57	0.61
RPL7P13	1.57	1.29
GS1-259H13.13	1.56	0.65
OR2C3	1.56	2.55
TRIM73	1.56	1.22
TTPA	1.55	1.46
AQP4	1.54	3.12
MTCO2P12	1.54	1.14
S1PR1	1.54	0.2
CCPG1	1.53	0.58
C10orf107	1.52	0.87
ERBB4	1.52	0.71
IGSF6	1.52	1.34
RP11-69E11.4	1.52	-0.08
ACTN2	1.51	1.4
C16orf46	1.51	0.1
FAIM2	1.51	0.91
FMNL1	1.51	0.72
RP11-161H23.10	1.51	1.65
RPL13P	1.51	1.12
THNSL2	1.51	0.17
RP11-146N23.1	1.49	1.35
SLCO2B1	1.48	0.76
CASC1	1.47	0.41
CCDC186	1.47	0.65
CDC20B	1.47	0.56
FLVCR2	1.47	1.88
IRF9	1.47	-0.22
PCLO	1.47	0.8
ABCC4	1.46	-0.71
SLAMF8	1.46	0.76
APBA1	1.45	0.26
CES1	1.45	0.55
CFAP61	1.45	1.97
DNAJB7	1.45	0.69
RP11-641D5.1	1.45	-0.07
SLC25A34	1.45	0.66
ZNF774	1.45	0.68
FTH1P8	1.44	0.36
PPL	1.44	-0.03
ARFGEF3	1.42	0.84
EHBP1L1	1.42	1.66
FAM171A1	1.42	-0.3
RP11-958N24.1	1.42	0.47
RPL13AP20	1.42	0.29
SEC1P	1.42	0.56
PALMD	1.41	0.52
PRDM7	1.41	1.24
RPL3P6	1.41	0.6
WASH2P	1.41	0.95
AC079250.1	1.4	0.3
AP003419.11	1.4	0.87
BTBD7P1	1.4	0.44
GSDMB	1.4	0.8
IL24	1.4	-0.42
JAK3	1.4	-0.37
KLHDC7B	1.4	0.5
KLHDC8B	1.4	1.05
RP11-1070B7.1	1.4	0.05
SLC5A10	1.4	0.73
FERMT3	1.39	0.62
KLF5	1.39	2.05
PDE1B	1.39	0.75
TDRD9	1.39	1.76
TMEM191B	1.39	0.93
MEIOB	1.38	1.1
CXCL8	1.37	0.22
IL5RA	1.37	0.77
MORC1	1.37	1.14
OVGP1	1.37	0.6
PIK3R5	1.37	0.49
RP11-15B24.5	1.37	0.92
RP4-734P14.4	1.37	1.37
FAM110C	1.36	1.03
GRM7	1.36	0.84
IKBKGP1	1.36	1.36
IQSEC2	1.36	1.37
RP11-51F16.9	1.36	0.15
SGSM1	1.36	1.66
SMIM1	1.36	0.14
TMEM63C	1.36	1.36
CTB-75G16.1	1.35	1.37
LRBA	1.35	-0.62
RP11-77K12.1	1.35	1.05
RPL3P4	1.35	0.93
SEMA6C	1.35	0.01
ZNF525	1.35	-0.96
AP5Z1	1.34	0.8
CEBPG	1.34	0.57
FMO1	1.34	0.4
FTH1P20	1.34	0.87
RASA4	1.34	-0.09
SGK2	1.34	0.64
IZUMO4	1.33	0.64
KCNN3	1.33	0.46
MPZL3	1.33	0.65
RGPD4	1.33	1.01
RP11-540B6.2	1.33	0.48
RP11-849F2.7	1.33	1.33
CCDC17	1.32	1.61
CCL18	1.32	1.58
CLU	1.32	1
HOXB8	1.32	1.21
RP1-206D15.5	1.32	0.42
RP11-439C15.6	1.32	2.48
SNAPC4	1.32	0.1
CBLN3	1.31	0.31
CTC-260F20.3	1.31	0.18
LINC01372	1.31	0.13
RHEBP2	1.31	1.66
RP11-231C14.4	1.31	-0.08
RP11-73M18.2	1.31	0.93
ULK4P3	1.31	0.55
WARS	1.31	0.61
ANKRD23	1.3	0.37
RP11-761N21.2	1.3	0.36
SEMA6B	1.3	1.44
TNXB	1.3	1.74
A2MP1	1.29	0.1
MERTK	1.29	0.81
RPL13AP7	1.29	1.26
ZBTB8A	1.29	0.66
ARHGEF16	1.28	0.83
EEF1A1P4	1.28	0.71
TF	1.28	0.66
TFP1	1.28	0.59
TRIB3	1.28	0.61
WFS1	1.28	0.7
CEP164P1	1.27	0.72
GSTT2	1.27	2.46
LEMD1	1.27	0.95
RPS27	1.27	0.49
SPDYE1	1.27	0.18
ZNF815P	1.27	0.89
ATP10A	1.26	1.58
RAB4B-EGLN2	1.26	0.72
RSG1	1.26	0.28
SERPINI1	1.26	0.68
AC016739.2	1.25	0.95
ANKAR	1.25	1.09
CRAT	1.25	-0.42
FTH1P11	1.25	1.04
HIST2H2BA	1.25	0.29
N4BP2	1.25	0.8
PIEZO2	1.25	0.4
RP11-360D2.2	1.25	0.79
SLC8A2	1.25	0.83
SYT5	1.25	0.59
DHRS3	1.24	-0.12
OC90	1.24	1.6
RHCE	1.24	1.1
SDCBPP2	1.24	1.1
SLC17A5	1.24	0.19
TLR3	1.24	0.22
TUBB2B	1.24	0.09
ZCWPW1	1.24	1.09
AC009487.6	1.23	1.03
C15orf65	1.23	1.22
EML6	1.23	2.33
ABC13-47488600E17.1	1.22	1.76
DLGAP3	1.22	1.22
DPF3	1.22	0.13
DSEL	1.22	0.24
GGACT	1.22	-0.05
RBM14-RBM4	1.22	0.13
RP11-745O10.4	1.22	0.76
TMEM262	1.22	1.38
DKK2	1.21	0.81
GATA6	1.21	0.56
MAP7D2	1.21	0.84
PMS2P9	1.21	0.64
ABCA3	1.2	0.42
ABLIM2	1.2	0.39
ANKDD1A	1.2	0.5
C2orf82	1.2	1.08
CALML4	1.2	0.92
CARD10	1.2	0.45
CD300LD	1.2	1.72
FSTL4	1.2	0.55
KCNN4	1.2	1.1
PRDM10	1.2	0.55
GAPDHP38	1.19	0.79
MALT1	1.19	0.25
PACS2	1.19	0.47
CACNB2	1.18	0.43
CREB5	1.18	0.93
IL33	1.18	0.78
KCNH3	1.18	1
LILRA6	1.18	0.32
STK36	1.18	0.3
BICDL1	1.17	1.02
CCDC144A	1.17	-0.49
CHST5	1.17	1.56
KCNH8	1.17	-0.09
LARP4B	1.17	0.12
PMS2	1.17	-2.21
RP11-894J14.5	1.17	1.15
RPL7P23	1.17	0.69
SLC6A20	1.17	0.07
SLFN5	1.17	0.51
TAS2R5	1.17	0.03
ZNF718	1.17	0.63
DEGS2	1.16	1.1
DNAJB13	1.16	0.28
EFCAB5	1.16	0.07
RP4-673D20.3	1.16	0.89
SHANK1	1.16	0.24
SLC29A3	1.16	-0.93
CENPBD1P1	1.15	0.8
DRP2	1.15	0.97
ENPP3	1.15	1.62
FRG1HP	1.15	0.41
GALNT4	1.15	0.14
RP11-542C16.2	1.15	0.32
SPDYE3	1.15	0.68
WNT5A	1.15	1.18
ZNF658B	1.15	1.28
C9orf152	1.14	1.67
FTH1P2	1.14	0.61
GPR84	1.14	1.16
LRRC37A16P	1.14	1.62
OLFML1	1.14	0.41
PRDM16	1.14	0.81
RAB37	1.14	-0.23
RP11-122K13.12	1.14	-0.83
RP11-540D14.8	1.14	0.62
RPL23AP69	1.14	1.25
RPTOR	1.14	0.76
SCN1A	1.14	-0.25
TRPM1	1.14	1.17
EEF1A1P9	1.13	0.79
PRSS22	1.13	0.94
RPSAP21	1.13	1.19
SLC25A5P1	1.13	-0.54
SLC46A3	1.13	0.35
BEGAIN	1.12	-0.26
CTC-287O8.1	1.12	1.12
GP1BB	1.12	1.12
IFNAR1	1.12	-1.14
MOV10L1	1.12	0.18
PDZD8	1.12	0.99
RP11-87C12.2	1.12	1.38
SERAC1	1.12	0.62
SPECC1	1.12	0.63
STAG3L1	1.12	0.46
TGFB1	1.12	0.49
ZNF232	1.12	-0.36
CCDC181	1.11	0.5
GPAM	1.11	0.62
HSPA6	1.11	0.19
PCSK5	1.11	0.05
RP11-927P21.5	1.11	0.26
RP5-994D16.11	1.11	0.44
SMO	1.11	1.07
SORBS1	1.11	-0.54
TEC	1.11	0.6
ZBBX	1.11	1.39
ASNS	1.1	0.34
FTH1P7	1.1	1.05
GHRL	1.1	0.13
MYO5C	1.1	-0.39
NRP1	1.1	0.95
RP1-138B7.4	1.1	0.86
RP11-314N13.10	1.1	1.36
TEX15	1.1	-0.21
UPK3BL	1.1	0.11
BTK	1.09	1.68
COQ8B	1.09	0.11
DGKB	1.09	1.14
FXYD6	1.09	1.25
HYKK	1.09	0.49
MAGIX	1.09	0.24
MMRN2	1.09	0.44
MORN2	1.09	1.09
NOP56P3	1.09	0.84
PCDH11Y	1.09	0.88
QRICH2	1.09	0.4
RIMBP3B	1.09	0.66
RP11-169K16.8	1.09	0.82
RP11-36C20.1	1.09	0.3
SPATA1	1.09	-0.11
TBX3	1.09	1.21
C20orf96	1.08	0.75
C6orf48	1.08	0.46
EIF3I	1.08	-0.37
GDPD3	1.08	1.08
MYH11	1.08	-0.27
PIWIL4	1.08	0.13
RASSF6	1.08	1
SPAG8	1.08	0.82
SPATA17	1.08	1.23
AC007386.3	1.07	0.83
ADAP2	1.07	1.59
ADORA2A	1.07	0.14
EARS2	1.07	0.46
GFPT1	1.07	0.49
MARS	1.07	0.45
MTND4P35	1.07	0.43
RBM11	1.07	0.85
RP11-452G18.2	1.07	1.21
RPL7P10	1.07	0.55
RPS20P14	1.07	0.58
SPRR2D	1.07	2.11
TBC1D2	1.07	0.19
ANKRD20A1	1.06	0.02
CLSTN2	1.06	1.11
OR6C75	1.06	0.1
SYNPR	1.06	0.19
TLL2	1.06	0.58
ZNF214	1.06	0.83
AC024592.12	1.05	0.89
ARIH1	1.05	1.15
CACYBPP2	1.05	1.31
DDIT3	1.05	0.76
HOXB7	1.05	0.72
KLRA1P	1.05	0.68
MAN2A2	1.05	0.69
NDUFS2	1.05	1.53
RAB39B	1.05	0.33
RAB40A	1.05	0.87
RP11-259G18.2	1.05	0.27
RP11-302B13.1	1.05	0.87
RP11-889L3.1	1.05	0.44
TMED6	1.05	1.38
VPS54	1.05	0.24
AKNA	1.04	-0.11
C18orf32	1.04	0.09
C1RL	1.04	0.51
LINC00473	1.04	1.45
PDCD7	1.04	0.99
RP11-215A21.2	1.04	0.96
RP11-372E1.1	1.04	0.64
RP11-410L14.1	1.04	0.66
RP11-554D14.2	1.04	0.49
SEPT7P2	1.04	0.32
SLC7A11	1.04	0.38
UNC79	1.04	0.05
ZDHHC14	1.04	0.44
DNAJB1	1.03	0.44
HFM1	1.03	0.66
HIST1H4E	1.03	0.1
IL17B	1.03	0.82
MEGF11	1.03	0.7
MTND4P12	1.03	0.47
OPCML	1.03	1.03
PRH2	1.03	-0.07
RHPN1	1.03	0.39
RPL3P7	1.03	0.72
SERPINA1	1.03	0.75
TMEM86B	1.03	0.92
ZNF737	1.03	-0.81
CEMIP	1.02	-0.59
CFAP69	1.02	0.62
KLHL35	1.02	0.78
MAPK8IP2	1.02	0.15
NTRK1	1.02	1.02
RP11-108O10.8	1.02	-0.3
RP11-676M6.1	1.02	1.02
RPS18P9	1.02	0.45
SARM1	1.02	0.63
SLC26A8	1.02	0.97
SLC41A2	1.02	0.57
ANKRD20A8P	1.01	0.42
COL18A1	1.01	1.51
HAAO	1.01	0.92
HCN3	1.01	0.55
KCNQ2	1.01	0.88
MAPK4	1.01	1.01
MRPS31P5	1.01	0.74
NPC1L1	1.01	-0.09
NXN	1.01	-0.02
OR7E102P	1.01	0.8
PRR13P2	1.01	1.01
PUS10	1.01	0.23
SBDSP1	1.01	1.18
SLC25A39P1	1.01	0.73
SPDYE10P	1.01	1.26
ZNF382	1.01	1.14
ABHD1	1	-0.2
ASB15	1	0.48
C10orf82	1	-0.73
C11orf88	1	0.62
CFAP65	1	0.53
CTD-2651B20.5	1	0.82
EXPH5	1	0.23
IQCF3	1	0.32
MMP23A	1	0.53
P2RY10	1	0.19
PABPC1L	1	0.18
RP11-848G14.5	1	-0.23
SLC3A2	1	0.22
TSPAN13	1	0.57
WHRN	1	0.6
ZNF160	1	-0.01
ZNF529	1	1.27
AGFG2	0.99	0.62
CDH4	0.99	0.39
CHI3L2	0.99	-0.44
GAK	0.99	0.16
IGSF22	0.99	1.29
LINC01057	0.99	0.3
RP11-134F2.8	0.99	-1.05
RP11-134G8.6	0.99	0
RP11-346C16.4	0.99	0.78
RP9P	0.99	1.11
RPL3P1	0.99	-0.02
SLC16A5	0.99	0.05
SMIM17	0.99	-0.4
TNFSF12-TNFSF13	0.99	0.42
AC012314.11	0.98	0.42
AC012314.12	0.98	0.42
AC012314.14	0.98	0.42
AC012314.2	0.98	0.42
AC012314.4	0.98	0.42
AC012314.5	0.98	0.42
ANO9	0.98	0.55
BOLA2P2	0.98	1.55
CATSPERG	0.98	0.37
CCDC102B	0.98	0.24
CCDC171	0.98	0.37
CDH11	0.98	0.63
CPED1	0.98	0.08
DNASE2B	0.98	0.38
EGFR	0.98	1.27
ETF1P1	0.98	1.4
FAM157B	0.98	0.59
GOLGA8J	0.98	0.98
MPND	0.98	0.46
NKAIN4	0.98	1.1
RFNG	0.98	0.24
RP11-371A22.1	0.98	-0.62
RSPH1	0.98	1.11
TMEM56	0.98	0.91
WDFY2	0.98	0.37
WI2-1896O14.1	0.98	0.5
ZDHHC15	0.98	0.25
AGMAT	0.97	0.69
ANK2	0.97	1.24
AQP2	0.97	0.97
ARHGEF2	0.97	0.25
ASB14	0.97	0.05
CFB	0.97	0.72
FAM185BP	0.97	1.33
GNAT1	0.97	0.04
IGDCC3	0.97	0.3
LOX	0.97	0.74
MARCH8	0.97	-0.09
RP11-403F21.4	0.97	-0.73
RP11-624L12.1	0.97	0.41
RSL24D1P6	0.97	0.22
TNFRSF6B	0.97	0.9
WIPI1	0.97	0.51
ALS2CL	0.96	-0.16
ATP10D	0.96	-0.04
CPLX1	0.96	1.39
CTD-2062A1.2	0.96	1.08
DENND3	0.96	0.82
GPRC5C	0.96	0.18
GPX8	0.96	0.9
MGC45922	0.96	0.74
NEURL2	0.96	0.91
PHC1P1	0.96	1.04
PPP1R3F	0.96	0.97
PTPRR	0.96	0.68
TBCEL	0.96	0.79
TIE1	0.96	0.64
WASH4P	0.96	1.19
AMIGO3	0.95	1.43
ANO10	0.95	0.66
CALR	0.95	0.19
CFHR3	0.95	-0.33
FBN3	0.95	0.81
FER1L4	0.95	0.13
FOXP2	0.95	-0.69
MYO15A	0.95	0.72
PCSK1	0.95	0.48
PRSS16	0.95	0.27
RASL10B	0.95	2.8
RYR1	0.95	0.4
SAMD8	0.95	0.02
TUBA8	0.95	-0.09
WBP1LP2	0.95	0.95
WWC1	0.95	-0.09
AC004985.12	0.94	0.71
AC240274.1	0.94	0.52
CDH26	0.94	0.87
CKMT2	0.94	-0.32
CSF1	0.94	-0.19
FLT1	0.94	0.52
GNB3	0.94	0.54
GTF2IP12	0.94	0.53
IFIH1	0.94	1.61
MAGED4	0.94	-0.08
MMP17	0.94	0.31
NFKB2	0.94	0.42
RP11-33O4.2	0.94	1.02
RP11-734J24.1	0.94	0.18
RPL21P131	0.94	0.79
RPL21P4	0.94	0.83
SARS	0.94	0.36
SLC48A1	0.94	-0.06
TMEM81	0.94	0.36
TRIM16	0.94	0.17
TRIM16L	0.94	0.1
ZNF311	0.94	0.4
ZNF517	0.94	0.63
AGAP9	0.93	0.26
CABP7	0.93	0.69
FAM86HP	0.93	1.63
KCTD19	0.93	-0.27
LMBRD1	0.93	-1.58
MTND5P11	0.93	1.02
PABPC1P4	0.93	1.1
RGPD8	0.93	0.31
RP11-680G24.4	0.93	0.12
RP13-585F24.1	0.93	0.37
RPL21P134	0.93	-0.05
RPL23AP97	0.93	-0.04
SAMD3	0.93	1.13
SCARF1	0.93	-0.2
SDK1	0.93	0.93
SERPINA3	0.93	-0.47
SKINT1L	0.93	0.93
SLCO1A2	0.93	1.34
TGIF2-C20orf24	0.93	0.06
TYRP1	0.93	0.01
ZNF551	0.93	0.54
CTD-2124B8.2	0.92	0.92
CTD-2410N18.4	0.92	0.95
DASS-161H22.6	0.92	-0.41
MYL10	0.92	1.03
NOP9	0.92	0.22
RP11-408P14.1	0.92	0.41
RPL7P32	0.92	0.33
RPL7P9	0.92	-0.14
SAP30L	0.92	1.12
SPICE1	0.92	0.68
TMC6	0.92	0.09
ZFP92	0.92	-0.05
ZNF565	0.92	0.59
ATF6	0.91	0.63
B3GNT7	0.91	0.16
C1orf115	0.91	0.87
DENND5A	0.91	0.73
EIF4A1P7	0.91	0.68
GORASP1	0.91	-0.11
INMT-FAM188B	0.91	0.21
MDM1	0.91	0.25
MYO16	0.91	0.2
POM121B	0.91	0.5
PTGFR	0.91	0.92
SDHDP6	0.91	1.07
SDSL	0.91	0.42
WDR25	0.91	0.3
AC003005.4	0.9	0.86
ACP6	0.9	0.33
COL5A2	0.9	0.66
DSP	0.9	0.9
FAAH	0.9	0.96
GLB1L	0.9	0.32
HMGA1P1	0.9	0.45
IL20RB	0.9	0.51
KNDC1	0.9	1.71
MAPK10	0.9	1.87
NOVA2	0.9	-0.29
POU5F1B	0.9	1.03
PPM1H	0.9	0.49
PRELID3A	0.9	0.69
RCN3	0.9	0.47
RP11-226E21.4	0.9	0.26
RP11-638I2.10	0.9	-0.11
RP4-669P10.19	0.9	-0.23
RPS5P2	0.9	0.87
SEC31B	0.9	0.61
SLC25A24P2	0.9	-0.46
SLC2A8	0.9	-0.25
SMAD9	0.9	0.54
TTYH1	0.9	-0.65
VPS45	0.9	0.27
VSNL1	0.9	0.52
ZNF286B	0.9	-0.05
AARS	0.89	0.11
BATF2	0.89	0.81
CD274	0.89	1.55
CDHR2	0.89	0.61
CIITA	0.89	0.08
CSF1R	0.89	0.75
GPHN	0.89	0.17
GRIK4	0.89	0.95
MICAL2	0.89	-0.46
NEU4	0.89	0.8
NR3C2	0.89	-0.15
PHGDH	0.89	0.09
PRKG1	0.89	0.86
RP11-529K1.3	0.89	-0.31
RPS3P6	0.89	0.64
SYNPO2L	0.89	-0.55
TCP11	0.89	0.65
TDRD12	0.89	0.74
TPRN	0.89	0.99
ZNF695	0.89	0.56
ZNF823	0.89	0.67
AC092933.4	0.88	0.94
ALDH2	0.88	0.75
ALMS1P1	0.88	0.84
CBS	0.88	-0.09
CCDC188	0.88	-0.12
CTA-246H3.11	0.88	0.51
FTH1P10	0.88	0.37
KLF7	0.88	0.53
MAPK15	0.88	0.66
MORN5	0.88	-0.3
MYH16	0.88	1.12
PCDHB4	0.88	0.55
POU4F1	0.88	0.98
RIC3	0.88	0.93
RP11-337A23.5	0.88	0.19
SHMT2	0.88	0.46
STAR	0.88	0.43
STEAP4	0.88	0.82
TNNC2	0.88	0.26
TUBE1	0.88	0.75
AC008072.1	0.87	0.33
C10orf10	0.87	-0.17
C1orf228	0.87	0.69
CKLF-CMTM1	0.87	0.41
DMGDH	0.87	0.82
DNAJC12	0.87	0.42
DTX1	0.87	-1.86
MCTP2	0.87	0.16
PIH1D2	0.87	-0.08
PMS2P10	0.87	0.08
POM121L6P	0.87	1.06
RPL32P29	0.87	0.46
RPS3AP6	0.87	0.81
SLC2A3P2	0.87	0.78
TMEM130	0.87	0.87
XPOT	0.87	0.36
ZNF10	0.87	0.62
ADAM8	0.86	1.11
ADGRL2	0.86	1.32
AHSA2	0.86	0.4
ATP8B4	0.86	0.83
CXCL14	0.86	0.52
FBXO16	0.86	0.5
GCNT1P3	0.86	1.22
GREM2	0.86	1.07
HYOU1	0.86	0.12
MIA-RAB4B	0.86	1.58
NWD1	0.86	0.46
PGM2L1	0.86	0.06
PRR5L	0.86	0.16
PYCR1	0.86	0.08
RNASE10	0.86	0.87
RP11-802O23.4	0.86	0.07
RPL10P3	0.86	0.28
SNX32	0.86	0.79
TBCE	0.86	1.89
YIPF2	0.86	0.4
ZNF969P	0.86	-0.26
AC004453.8	0.85	1.13
AC010886.2	0.85	0.82
AP3D1	0.85	0.1
C16orf86	0.85	0.29
CLSTN3	0.85	0.16
CST4	0.85	0.33
DLG3	0.85	0.57
FREM2	0.85	1.47
FTH1P21	0.85	0.95
LCAT	0.85	0.32
LYG2	0.85	0.29
MET	0.85	1.13
MYL5	0.85	-0.29
NBR2	0.85	0.61
NOXRED1	0.85	0.66
NPIPP1	0.85	0.53
PLA2G2C	0.85	-0.84
PTPRVP	0.85	-0.27
RHBDD2	0.85	0.43
TNFAIP2	0.85	0.22
ZMYND15	0.85	0.85
ZNF365	0.85	0.64
ZNF69	0.85	-0.06
ZSWIM8	0.85	0.24
AC002075.4	0.84	-0.35
AMY2B	0.84	-0.63
BMPER	0.84	0.73
CDK20	0.84	0.12
GOLGA2P7	0.84	0.09
INTU	0.84	0
KIF27	0.84	0.8
NGFR	0.84	-0.21
NSG1	0.84	0.27
PKD1P1	0.84	1
PROKR2	0.84	0.5
RP11-203F10.6	0.84	0.76
RP11-430C7.2	0.84	0.45
RP11-468E2.2	0.84	-0.48
RP11-503N18.5	0.84	0.48
RP11-611O2.3	0.84	0.76
RPL21P75	0.84	0.74
RPL23AP4	0.84	0.84
RPL23AP88	0.84	0.45
RPL5P34	0.84	0.82
RPS6KA2	0.84	1.04
RTBDN	0.84	-0.34
SULT1C2	0.84	0.94
TGFB2	0.84	1.27
TLR7	0.84	0.79
TRIML2	0.84	1.21
TTLL1	0.84	0.14
UCN	0.84	0.19
YJEFN3	0.84	0.16
ZNF175	0.84	1.07
ATF4	0.83	0.83
CACNA2D2	0.83	1.22
CH17-472G23.4	0.83	0.03
CTD-2510F5.6	0.83	0.81
FAM189A2	0.83	-0.73
GTSF1	0.83	0.07
H2AFZP3	0.83	0.71
HAO2	0.83	1
IFRD1	0.83	0.31
IL11RA	0.83	-0.18
MAMDC4	0.83	-0.09
NMRAL1P1	0.83	0.17
OLFML2B	0.83	0.67
OR11A1	0.83	0.68
PAPPA	0.83	1.01
PCSK9	0.83	-0.78
PI4KAP2	0.83	0.26
RP11-169L17.3	0.83	0.03
RP11-384K6.6	0.83	-0.06
RP11-45M22.4	0.83	0.83
RP11-7D5.2	0.83	0.59
RPS26P31	0.83	0.78
SEC14L3	0.83	0.43
AP000350.10	0.82	-0.1
CSPG4P10	0.82	1.12
CTH	0.82	0.76
EIF2S2P3	0.82	0.46
FTH1P12	0.82	0.91
FTH1P16	0.82	0.16
GSG1L2	0.82	-0.51
LPIN2	0.82	0.32
RP11-162O14.1	0.82	0.83
RP11-162O14.2	0.82	0.83
RP11-778D9.4	0.82	0.75
SSR4P1	0.82	0.56
TTC41P	0.82	0.36
TUBG2	0.82	0.49
TXK	0.82	0.31
ULK4P1	0.82	0.98
WTAPP1	0.82	-0.01
ABHD12B	0.81	0.42
ACTG1P9	0.81	0.27
ANKRD20A11P	0.81	0.19
ARAP2	0.81	-0.1
ASAH2B	0.81	0.14
AVEN	0.81	0.11
C2	0.81	1.41
C6orf163	0.81	0.68
CACNG5	0.81	0.3
CD200	0.81	-0.12
DYNLRB2	0.81	0.26
EEF1A1P12	0.81	0.07
ESRRG	0.81	1.25
FBXL22	0.81	-0.3
HHIPL1	0.81	0.52
HSP90AB3P	0.81	0.84
KDELR3	0.81	0.47
LRRC46	0.81	0.58
MCF2L2	0.81	0.73
NID2	0.81	-0.65
PAX9	0.81	0.16
PLA2R1	0.81	0.5
RAB30	0.81	0.01
RP11-146F11.4	0.81	0.29
RP11-216L13.21	0.81	0.85
RP11-302I18.1	0.81	0.4
RP11-632C17__A.1	0.81	0.72
SEMA4D	0.81	1.05
SLC45A4	0.81	0.77
TBC1D12	0.81	0.41
TMEM170B	0.81	0.64
UCP2	0.81	1.37
AC074141.1	0.8	0.8
ANKRD26P1	0.8	0.69
AOC2	0.8	1.47
COL1A1	0.8	0.61
FGF5	0.8	1.66
FTH1P4	0.8	0.99
FTLP2	0.8	0.62
NACA3P	0.8	0.49
NDUFAF1	0.8	0.2
OFCC1	0.8	0.23
PGM3	0.8	0.33
PHF24	0.8	-0.75
PLXNC1	0.8	0.05
PMCHL1	0.8	-0.09
RP11-460G11.2	0.8	0.59
SCN3A	0.8	0.9
SMPDL3B	0.8	1
SPSB2	0.8	0.08
U2AF1L4	0.8	0.39
ZNF468	0.8	-0.49
AGAP10P	0.79	0.31
ARSG	0.79	0.29
ATP1A3	0.79	-0.02
ATP8B3	0.79	0.86
C2orf80	0.79	0.57
CCDC116	0.79	0.66
ELFN2	0.79	-0.86
JMY	0.79	0.51
KCNK12	0.79	-0.04
LTBP3	0.79	0.36
PHOSPHO1	0.79	0.73
PIP5KL1	0.79	-0.49
PNMA2	0.79	0.14
PPP1R15A	0.79	0.28
RGPD6	0.79	1.3
RPL7P52	0.79	0.11
SERPINB12	0.79	-0.07
SLC22A15	0.79	0.5
TMEM106A	0.79	0.13
UBE2F-SCLY	0.79	1.12
