geneID	FC_X	FC_Y
CHRNE	1.57	-1.14
MAATS1	1.56	-0.87
AKNA	1.55	-2.01
LINC00933	1.55	-1.22
TRIM60P14	1.55	-1.58
WASH1	1.55	-1.39
TMEM239	1.54	-0.26
DPP4	1.53	0.84
FAM109A	1.53	-1.69
OLFM2	1.53	2.62
WISP1	1.53	5.98
CTC-432M15.3	1.52	-1.94
GALNTL6	1.52	-1.15
P2RY2	1.52	0.39
SCN9A	1.52	0.9
SLA	1.52	0.77
GNE	1.51	-0.47
INTS6L	1.51	0.28
MUC17	1.51	-0.68
PKD1P5	1.51	0.08
WISP2	1.51	6.44
COL6A2	1.5	3.75
CYP19A1	1.5	0.61
IL1R2	1.5	-1.33
MOGS	1.5	-0.43
AC007405.6	1.49	0.34
ADTRP	1.49	-0.61
SNX32	1.49	-1.69
BST1	1.48	-0.37
CCDC188	1.48	-0.08
MINOS1-NBL1	1.48	-1.74
MSH5	1.48	-1.21
OLFML2B	1.48	6.33
RP11-468E2.2	1.48	-1.96
TRIM22	1.48	-0.08
ANKRD20A3	1.47	0.46
APOL5	1.47	0
KCTD12	1.47	-1.2
ZNF232	1.47	-0.69
C7orf25	1.46	-0.88
CLU	1.46	1.51
JUP	1.46	0.84
NTN4	1.46	0.8
PPARGC1B	1.46	-1.16
TMEM178B	1.46	2.02
ANKFN1	1.45	0.51
CCDC162P	1.45	-0.35
IFI44L	1.45	5.14
RANBP3L	1.45	1.94
SHROOM1	1.45	-2.73
TSPOAP1	1.45	-0.58
AP5Z1	1.44	-1.07
RNF152	1.44	0.49
ZNF233	1.44	-1.3
CASP8	1.43	0.05
CDC42EP5	1.43	0.32
CXorf56	1.43	-0.7
DISP2	1.43	-0.99
KCNN3	1.43	1.53
MMP11	1.43	0.08
PTGER2	1.43	0
RALGPS1	1.43	-0.7
SMN1	1.43	-1.39
ZNF385B	1.43	-0.14
ARHGAP28	1.42	-0.78
COL18A1	1.42	-0.72
ESR1	1.42	-0.34
PLAC1	1.42	0.81
C1R	1.41	3.69
CCDC103	1.41	-1.34
IL18BP	1.41	1.33
PMS2P1	1.41	-0.87
SPDYE8P	1.41	-0.55
TM4SF18	1.41	-1.24
TMEM47	1.41	1.62
ABI3BP	1.4	4.65
LEPR	1.4	0.05
MFSD8	1.4	-0.34
MROH7-TTC4	1.4	0.13
NIPSNAP3B	1.4	-1.52
THSD1	1.4	1.68
HIST1H3H	1.39	-1.72
IDE	1.39	-1.69
ITGAV	1.39	0.07
PTGFR	1.39	1.17
RP1-27O5.3	1.39	-3
TTC7A	1.39	0.16
ZNF20	1.39	-0.5
ZNF815P	1.39	-0.38
CCR7	1.38	0
CST7	1.38	-0.64
FBN1	1.38	3.78
KRT7	1.38	1.98
PRKCQ	1.38	-0.06
RTN4RL2	1.38	0.05
SCG5	1.38	5.09
CFI	1.37	3.59
GGACT	1.37	0.17
LONRF3	1.37	-1.57
RP4-583P15.15	1.37	-0.09
TAP2	1.37	-1.27
ANO7L1	1.36	0.55
AZIN2	1.36	-0.71
ENPP2	1.36	3.17
FKBP5	1.36	-0.53
PLEKHA6	1.36	3.2
SPATA4	1.36	-1.15
AKR1C3	1.35	2.11
GGT5	1.35	-0.7
GUSBP1	1.35	-0.84
HS3ST3B1	1.35	1.18
IFITM1	1.35	2.96
SMIM3	1.35	1.42
VWF	1.35	-0.13
GABRG3	1.34	-0.24
ORAI1	1.34	-1.47
SETDB1	1.34	-2.19
SGK223	1.34	-3.62
TFCP2	1.34	-0.68
ABCA1	1.33	1.88
KCTD16	1.33	-0.93
KIF28P	1.33	-1.17
PHYHIP	1.33	-0.7
SPDYE7P	1.33	-0.95
TNFRSF10C	1.33	0
CLIP3	1.32	0.54
RP11-724O16.1	1.32	0.88
SERPINA3	1.32	-3.6
ADAMTS3	1.31	0.21
ATP6V1C2	1.31	-1.26
BACE1	1.31	-1.21
CCNJL	1.31	-1.23
DTX3	1.31	-1.26
HOXA7	1.31	-0.33
MIA-RAB4B	1.31	-1.06
RP11-53B2.2	1.31	-1.34
TMED7-TICAM2	1.31	1.73
VDR	1.31	4.49
OAS3	1.3	1.1
RAB39B	1.3	-1.15
RP11-505K9.4	1.3	-1.61
RP3-461P17.10	1.3	-0.49
SEMA4A	1.3	0.06
SFMBT2	1.3	-1.3
FAM134B	1.29	-1.32
FAM92A1P2	1.29	-0.26
FCGBP	1.29	0.3
GDF6	1.29	0.16
KCNN4	1.29	-0.08
NTRK2	1.29	1.13
STON1-GTF2A1L	1.29	0
EPB41L1	1.28	-0.58
HGF	1.28	2.8
ITGA11	1.28	6.92
LRRC8B	1.28	-1.66
RP11-566K11.5	1.28	-0.6
SCG2	1.28	3.59
SLC35A3	1.28	-1.27
CLDN23	1.27	-0.78
COL5A1	1.27	6.15
CPZ	1.27	3.6
RP11-341G5.2	1.27	0.51
DLG2	1.26	-1.24
ITPKA	1.26	-0.19
KRT86	1.26	0
RFX7	1.26	0.76
RP11-176H8.1	1.26	-0.29
SLC2A5	1.26	-1.45
GIGYF1	1.25	-2
GOLGA8T	1.25	-0.12
PIK3C2B	1.25	0.19
COL15A1	1.24	3.48
DSEL	1.24	2.57
KLHDC7B	1.24	-0.58
MTUS2	1.24	1.1
NUPR2	1.24	-1.84
PCBP3	1.24	-0.65
PTGS1	1.24	1.74
VCAM1	1.24	2.25
ARHGAP26	1.23	-0.27
C3	1.23	0.19
MAP3K5	1.23	0.98
NBPF26	1.23	-1.19
PDGFB	1.23	0.11
PNMA2	1.23	0.02
RARS2	1.23	0.61
RGL4	1.23	-0.14
ARHGAP23	1.22	1.64
BMP8B	1.22	-3.18
CLCA2	1.22	0.4
COLEC12	1.22	0.61
GPR135	1.22	0.89
IL34	1.22	2.85
RGS7	1.22	0
RP3-486I3.7	1.22	-0.21
STS	1.22	1.15
SYS1-DBNDD2	1.22	-0.17
ZNF177	1.22	-0.33
FAM227A	1.21	-0.01
CACNB4	1.2	-0.29
CORO6	1.2	-0.16
MGLL	1.2	2.65
NKAPP1	1.2	-0.62
PI4KAP1	1.2	-1.08
PLAU	1.2	-3.8
SH3TC1	1.2	-1.18
EHD2	1.19	3.47
IL33	1.19	-1.83
PMS2	1.19	1.86
RPL10P13	1.19	-0.4
SLC5A2	1.19	-0.6
STC2	1.19	5.1
TNFRSF19	1.19	-3.36
TSLP	1.19	2.38
C14orf159	1.18	0.21
CLCN4	1.18	0.95
CXADRP3	1.18	0.31
FAM185BP	1.18	-0.32
ACY3	1.17	0.21
CTD-2410N18.4	1.17	0.54
EEFSEC	1.17	-2.21
INSIG1	1.17	0.52
RAD21L1	1.17	-0.49
GDF15	1.16	-2.44
MSC	1.16	0.88
ROM1	1.16	0.16
RP11-744K17.8	1.16	-0.87
SLC7A5P1	1.16	-2.14
SPRED3	1.16	0.21
ASIC5	1.15	0.24
CMAHP	1.15	2.12
COL8A1	1.15	2.6
FAM167A	1.15	5.31
FAM208B	1.15	0.12
FAM86DP	1.15	-0.9
GMDS	1.15	-0.44
LRRK2	1.15	0.24
TNNT2	1.15	-1.34
AC011330.5	1.14	0.78
ARL9	1.14	-0.12
ATP7A	1.14	0
ATXN7L2	1.14	0.3
ETV4	1.14	-5.63
FAM26E	1.14	-0.29
NOVA2	1.14	-1.79
PTGES3L-AARSD1	1.14	-0.17
RPL38P4	1.14	-1.57
SUSD1	1.14	0.09
TGFB3	1.14	0.72
WAS	1.14	-0.69
AC013474.4	1.13	-0.64
FAM78A	1.13	-2.6
FTH1P10	1.13	-0.14
KAT6B	1.13	0.29
LA16c-306E5.2	1.13	-1.64
PODNL1	1.13	1.19
RNF207	1.13	-0.73
ST6GAL2	1.13	-0.59
ADAMTSL4	1.12	0.48
ASB18	1.12	-1.43
FTCD	1.12	0.09
HSPA1L	1.12	-1.78
IFITM2	1.12	1.43
KIAA1217	1.12	2.79
OGFRL1	1.12	2.83
TRGV7	1.12	-0.31
BST2	1.11	4.47
IFI30	1.11	1.1
PLAC8L1	1.11	0
PNPLA3	1.11	-0.92
PRICKLE1	1.11	0.19
TMEM87B	1.11	0.06
UPB1	1.11	-0.3
ADAMTS5	1.1	1.92
ADIRF	1.1	-0.44
ANPEP	1.1	-0.09
BTBD8	1.1	-0.05
CDC42EP1	1.1	2.92
FSTL4	1.1	-0.17
GDF5	1.1	4.89
GLIS2	1.1	-0.07
HIST1H3E	1.1	-0.76
MAPK10	1.1	-0.63
PDE7B	1.1	1.89
PDGFD	1.1	-1.78
STAG3	1.1	-1.18
TCEA3	1.1	0.18
ACP5	1.09	-1.27
ARHGAP20	1.09	-0.99
CPNE7	1.09	1.8
DNA2	1.09	-0.8
FBXO36	1.09	-0.18
IL12RB1	1.09	0.3
ITGB2	1.09	0.58
LRRC6	1.09	-1.32
PRDM8	1.09	1.28
PRH2	1.09	0.39
PTGES	1.09	1.88
RP11-133N21.7	1.09	0.1
RP11-619A10.1	1.09	-0.8
SRP9P1	1.09	0
TRPS1	1.09	0.65
ALDH5A1	1.08	-0.55
ATRIP	1.08	-0.73
CCR1	1.08	-1.02
DCLK1	1.08	1.85
FPGT-TNNI3K	1.08	-1.62
GHRL	1.08	-0.52
PLAC9	1.08	-1.4
PRR7	1.08	-0.45
TACR1	1.08	0.37
AC002398.9	1.07	-1.54
AS3MT	1.07	0
CTSW	1.07	-0.52
DASS-161H22.6	1.07	-0.56
ENPP3	1.07	-0.85
FTH1P23	1.07	-0.89
HIST1H2BE	1.07	-0.52
IGFBP7	1.07	6.49
MMP9	1.07	-1.44
RP1-7G5.5	1.07	0.39
ZNF579	1.07	-0.84
ANKRD31	1.06	-0.47
ARMCX1	1.06	1.15
CLIC2	1.06	1.47
EPN3	1.06	-0.88
FAP	1.06	5.92
GALNT12	1.06	1.49
ITPKC	1.06	0.44
MRC2	1.06	2.67
MSLN	1.06	0
MT1E	1.06	0.12
SYNPR	1.06	-1.05
XXbac-B562F10.11	1.06	-0.86
ZMYND12	1.06	0.07
AP002884.2	1.05	0
CCDC54	1.05	1.6
CRTAM	1.05	0.83
CYP27B1	1.05	-1.01
DNAH6	1.05	-0.08
FAM107A	1.05	1.81
HSD17B2	1.05	3.07
ITPR1	1.05	-0.23
SPON2	1.05	1.45
TG	1.05	-0.28
TTLL13P	1.05	-0.45
USP41	1.05	0
AC004076.7	1.04	-0.75
BATF	1.04	-1.26
C4A	1.04	0.44
CGN	1.04	-1.69
FAM157A	1.04	-0.08
MISP	1.04	-0.23
MMP2	1.04	4.86
PKDCC	1.04	0.86
THEMIS2	1.04	-0.01
ALPP	1.03	1.09
BLK	1.03	0.18
C22orf46	1.03	1.89
CAPN8	1.03	-0.52
CRYBB2	1.03	-0.13
EGFR	1.03	2.59
ELMO3	1.03	-1.59
ENTPD1	1.03	0.37
EPM2A	1.03	-1.28
EPSTI1	1.03	2.79
IGFBP2	1.03	0.45
PCDH12	1.03	-2.52
PDE8B	1.03	-0.23
PURG	1.03	-0.11
RNF43	1.03	-3.51
RP11-439C15.6	1.03	1.03
SENP8	1.03	-0.48
SLC15A3	1.03	0
DDIT4	1.02	-1.45
DHCR7	1.02	-1.76
FGFR1	1.02	0.56
GDAP1L1	1.02	-0.68
GPR4	1.02	-0.73
GRM7	1.02	-2.66
L3MBTL4	1.02	-1.31
POLR2J4	1.02	-0.07
SERTAD4	1.02	0.07
SPAG8	1.02	-1.15
SPOCK2	1.02	0
TVP23C	1.02	-0.17
ZNF45	1.02	0.15
AGT	1.01	1.14
PENK	1.01	1.14
RPS4XP5	1.01	-0.74
RPSAP41	1.01	0.1
ZNF592	1.01	0.08
ANKS6	1	-0.87
CARD6	1	1.05
DAPK2	1	1.78
GPR1	1	4.29
MFAP4	1	0.93
OSR1	1	1.05
PRRT1	1	-1.22
RP11-32B5.1	1	0
TMIGD2	1	-0.18
USP38	1	-1.19
XAF1	1	3.3
APBA2	0.99	-0.86
ASIP	0.99	-1.33
CCL20	0.99	-1.59
FAM229A	0.99	-0.9
FAM8A1	0.99	-0.76
GLIS3	0.99	1.01
GUCY1A2	0.99	2.98
KCNE4	0.99	0.92
LSS	0.99	-0.56
NUAK2	0.99	0.95
PLA2G2A	0.99	0.23
PTPRO	0.99	1.24
RBM47	0.99	1.41
RPL7P24	0.99	-0.79
RUNX2	0.99	0.52
SIGLEC15	0.99	-1.49
SNURF	0.99	-0.23
STEAP3	0.99	3.38
TTC39C	0.99	4.11
ZC4H2	0.99	-0.07
ZHX2	0.99	-0.48
ARHGAP9	0.98	-0.93
ASIC4	0.98	-0.15
CDH24	0.98	1.22
CYTL1	0.98	-0.95
GLTPD2	0.98	-0.87
HCG22	0.98	-0.58
HTATIP2	0.98	0.35
ICOSLG	0.98	-0.08
LACC1	0.98	2.1
MAGEA6	0.98	-0.43
PECAM1	0.98	3.42
RP11-180M15.7	0.98	0.54
RPS6KA2	0.98	-0.02
SMPX	0.98	-2.68
STARD4	0.98	-1.14
TTLL10	0.98	0
UGT3A2	0.98	-1.15
CEBPB	0.97	-0.71
CFB	0.97	3.24
CFTR	0.97	-0.25
DUSP27	0.97	0
GLT8D2	0.97	-1.06
KDM1A	0.97	-0.11
LAMA3	0.97	1.83
LYPD3	0.97	0.54
MAP7	0.97	0.84
MMP19	0.97	2.42
NFE2	0.97	1.38
OCA2	0.97	-2.1
PDGFRL	0.97	0.62
SCN3A	0.97	2.61
THBS3	0.97	1.58
TNFRSF1B	0.97	6.27
WNT5A	0.97	4.91
ARHGAP6	0.96	-0.85
B3GNT4	0.96	-0.39
B9D2	0.96	0.6
BCAT1	0.96	0.71
CDHR3	0.96	1.47
CHST3	0.96	0.87
HNF4G	0.96	-1.05
MPZL3	0.96	-0.52
NFAM1	0.96	-1.8
PMS2P9	0.96	-0.26
RBM41	0.96	0.18
RP11-44D5.1	0.96	0.34
SLC1A5	0.96	-0.93
SLC7A11	0.96	-0.42
TCF21	0.96	-0.25
TFR2	0.96	-0.22
TSC22D3	0.96	-0.6
VIPR1	0.96	-1.05
ABLIM2	0.95	-2.87
CLASRP	0.95	-1.39
CYTH4	0.95	0.6
FAM53A	0.95	-0.97
GSTT2B	0.95	-0.03
NAP1L1P1	0.95	-0.29
PPARG	0.95	0.71
RAB17	0.95	-2.91
RP11-603J24.9	0.95	-0.78
SPATA13	0.95	-0.82
TMEM256P2	0.95	0.4
ALPK2	0.94	4.49
AP3D1	0.94	-0.99
C11orf16	0.94	-0.28
FAIM2	0.94	2.68
FRMD7	0.94	0.42
HMGA1P1	0.94	-0.34
LUM	0.94	-1.01
MID1	0.94	0.73
PC	0.94	-0.88
PPP1R1C	0.94	-0.65
PRR12	0.94	0.25
RP11-1212A22.1	0.94	-0.18
RP11-357P18.2	0.94	-0.28
S100A4	0.94	1.67
SH3PXD2B	0.94	0.41
SLC10A3	0.94	0.51
UBA7	0.94	0.6
ACTL8	0.93	0.3
C20orf144	0.93	-0.66
CCDC102B	0.93	0.11
IRF1	0.93	1.38
KCNQ2	0.93	-0.87
LTBP2	0.93	2.97
MCRIP2P1	0.93	0.75
OSMR	0.93	1.44
PAMR1	0.93	-0.54
PFN4	0.93	-1.22
RP11-251G23.2	0.93	-0.12
RP11-809N15.3	0.93	-0.68
SLC7A2	0.93	-0.68
TLR1	0.93	0.63
TRIM61	0.93	-1.67
VWA2	0.93	0.95
BOK	0.92	1.88
COL16A1	0.92	-0.37
EVL	0.92	-0.5
FAM13B	0.92	-1.65
FHL1	0.92	1.35
HSPE1-MOB4	0.92	0.16
ITGA7	0.92	-1.3
KDR	0.92	0
PAOX	0.92	-0.43
PCDHB10	0.92	2.25
RGPD1	0.92	0.33
RP11-216L13.21	0.92	-0.28
RP11-259G18.1	0.92	-0.61
SMPD3	0.92	-1.31
UBE2FP1	0.92	0.27
UCP2	0.92	-0.28
ADAT2	0.91	-1.29
CHST1	0.91	1.14
CTD-3088G3.8	0.91	0.57
CXCL3	0.91	0.64
EDIL3	0.91	5.52
EHBP1L1	0.91	0.7
ETS2	0.91	-0.28
FAM198A	0.91	-0.42
GFRA2	0.91	-0.1
GNGT1	0.91	0.19
HPCAL4	0.91	-0.48
KIAA1644	0.91	1.95
PHLDA2	0.91	0.24
RGL1	0.91	0.66
RP11-686D22.7	0.91	1.12
RPL23AP1	0.91	-0.67
SLC9A9	0.91	2.23
U82695.9	0.91	-0.32
XXbac-BPG246D15.9	0.91	2.24
Z69890.1	0.91	-0.35
C17orf96	0.9	-1.11
CES4A	0.9	-0.12
CPED1	0.9	0.98
DIRAS3	0.9	0
GJD3	0.9	0.11
GNA11	0.9	-0.13
IDO1	0.9	0.7
MAP1A	0.9	2.09
MUC7	0.9	-0.13
NECTIN3	0.9	-1.11
PLEKHG4	0.9	-0.05
RASA4DP	0.9	0.05
RGPD8	0.9	-0.62
RP11-1023L17.1	0.9	-0.78
SRPX2	0.9	2.99
TMEM189-UBE2V1	0.9	0.3
ZDHHC11B	0.9	-1.23
ZGLP1	0.9	0.17
AKT1	0.89	-1.38
ANKHD1-EIF4EBP3	0.89	1.35
APLN	0.89	0.74
CTD-2522E6.4	0.89	-0.47
DDX11L2	0.89	-0.74
DOK1	0.89	-0.5
EEF1A1P6	0.89	-0.49
FAM98B	0.89	0.3
FBLN1	0.89	0.58
GLIPR1	0.89	2.85
GOLGA4	0.89	-1.46
GTF2IP7	0.89	-0.84
IL9R	0.89	-0.22
KIAA1671	0.89	0.23
LOXL2	0.89	5.3
P4HA2	0.89	0.58
RGAG4	0.89	1.93
RP5-966M1.7	0.89	-0.25
TBC1D3L	0.89	-0.01
THBS1	0.89	5.99
ZC3H12A	0.89	0.37
AC009133.22	0.88	-0.04
AL353898.1	0.88	0.03
ALCAM	0.88	3.22
APAF1	0.88	-0.26
DNAH17	0.88	0.17
EFNB1	0.88	0.79
HERC2P2	0.88	-0.8
IFIT6P	0.88	0
IGFBP3	0.88	4.05
KCNK2	0.88	3.82
KIF26B	0.88	3.68
NRG4	0.88	-0.34
NTM	0.88	1.88
NXPH4	0.88	-1.02
OAS2	0.88	4.41
PFN1P3	0.88	0
PROZ	0.88	0.15
RP11-548H18.2	0.88	-0.16
RP11-693N9.2	0.88	0
SLFNL1	0.88	0.05
TFPI	0.88	3.57
TRIB3	0.88	-3.32
ZFYVE26	0.88	-1.21
ZNF613	0.88	-0.56
ZNF876P	0.88	-0.41
ACE	0.87	0.69
ADA	0.87	2.24
ATG4D	0.87	-1.19
CDCA7L	0.87	-1.7
CIITA	0.87	1.59
COL4A6	0.87	0.53
ELOVL4	0.87	0.72
GTPBP2	0.87	-0.74
LOX	0.87	-0.96
MMEL1	0.87	0.68
NFKBID	0.87	-0.95
NYAP1	0.87	-0.49
PCDHB8	0.87	0.76
PDE7A	0.87	0.35
RP1-130H16.18	0.87	0
RP11-399O19.9	0.87	0
RP5-857K21.4	0.87	-0.67
SEPT14	0.87	-1.47
SLIT3	0.87	0.58
SPOCD1	0.87	4.87
TRIM16	0.87	1.24
TTC12	0.87	-0.86
VPS28	0.87	-1.78
ZNF474	0.87	1.2
ANGPTL3	0.86	-1.11
CALML4	0.86	-1.32
CTD-2370N5.3	0.86	-0.16
CTD-2550O8.5	0.86	-0.35
DAAM2	0.86	0.13
DNAJC6	0.86	1.74
ERICH6	0.86	-0.16
NXN	0.86	0.47
OR5A2	0.86	0.24
PLXNC1	0.86	-0.16
RNASE4	0.86	-0.57
RP11-553D4.2	0.86	0.26
SDCBP2	0.86	-1.66
SELO	0.86	-0.35
SLCO1A2	0.86	0.24
TOR1B	0.86	0.02
TUBA3FP	0.86	0.29
ABCA4	0.85	-0.08
AGAP14	0.85	0.19
CNTNAP1	0.85	1.65
DSC3	0.85	-0.26
FADS3	0.85	-1.06
FAM86B1	0.85	-0.68
FSCN1	0.85	4.38
IL6	0.85	4.58
LATS1	0.85	-0.46
MAP2K2	0.85	-0.21
PIM1	0.85	0.78
RDH5	0.85	-0.94
RPL10P15	0.85	-1.59
RPS6P20	0.85	0.11
SLC45A1	0.85	1.37
TNNC1	0.85	-0.51
TVP23C-CDRT4	0.85	0.28
VSIG1	0.85	-0.44
AC004556.1	0.84	-2.15
ACAD11	0.84	-0.18
ACSL3	0.84	-1.58
BCO2	0.84	0.42
CDCP1	0.84	0.36
CDKN2B	0.84	-1.51
CEP152	0.84	-0.26
CREB3L1	0.84	3.47
FAM135B	0.84	-0.31
HEY1	0.84	-5.43
LINC01085	0.84	2.89
MTHFD1	0.84	-0.45
MTMR7	0.84	-0.43
PLPPR2	0.84	1.05
WI2-1896O14.1	0.84	0.57
YBX1P4	0.84	-0.16
ZYG11A	0.84	-0.28
AC109829.1	0.83	-0.51
ANKRD28	0.83	-0.14
BMP4	0.83	0.72
C1S	0.83	4.3
CCDC113	0.83	0.4
CNOT6L	0.83	-0.58
DADB-127H9.10	0.83	-0.35
GAS6	0.83	4.63
LARP1	0.83	-0.17
MAMSTR	0.83	0.35
MVP	0.83	2.87
MYH15	0.83	-1.24
PAQR7	0.83	0
PLEKHF1	0.83	1.03
PRR18	0.83	0
RP11-181C21.4	0.83	-0.68
RP11-266I3.1	0.83	0.24
SPEF1	0.83	-0.8
TRAF3IP2	0.83	-2.2
ZFP2	0.83	-0.77
ZIK1P1	0.83	-0.57
AQP3	0.82	0.86
CNGA1	0.82	-1.02
CTD-2510F5.6	0.82	-0.78
EYA1	0.82	1.08
LRRC24	0.82	-0.38
MLKL	0.82	1.35
OAS1	0.82	2.51
ORAI2	0.82	-0.22
PTPRK	0.82	-0.05
RP11-544M22.13	0.82	-1.99
RP11-864I4.1	0.82	-0.74
SACS	0.82	0.11
SLC9A3	0.82	-0.47
SPTY2D1-AS1	0.82	-1.99
STARD8	0.82	-0.46
TDO2	0.82	2.15
UBE2L5P	0.82	-0.63
VEGFA	0.82	0.23
ZBTB16	0.82	0.5
ZNF90P3	0.82	-0.31
ADCY7	0.81	0.91
AHCTF1	0.81	-0.96
CDS1	0.81	0.28
CUL4B	0.81	1.59
CXCR6	0.81	-0.72
DCAF1	0.81	-1.91
FBLIM1	0.81	0.56
KATNAL2	0.81	0.07
KCTD1	0.81	0.24
NELL2	0.81	-1.88
RP11-613M10.8	0.81	-0.89
RPGRIP1	0.81	0.38
TRIM7	0.81	-0.58
UTY	0.81	-0.6
AGAP6	0.8	-1
C10orf10	0.8	5.23
C6orf52	0.8	-1.22
CAPN9	0.8	0.44
CD74	0.8	0.46
DOK2	0.8	0.31
EVPL	0.8	-0.55
G6PD	0.8	1
GPR63	0.8	0.09
HLA-F	0.8	0.86
ISG15	0.8	-0.32
KIRREL2	0.8	-0.95
LIMS3	0.8	-1.65
LRP11	0.8	-0.75
MOCOS	0.8	-0.42
NAT16	0.8	-0.8
PID1	0.8	2.4
POM121B	0.8	-0.58
PTPRU	0.8	0.03
RP11-632K20.7	0.8	-0.03
SERPINB8	0.8	1.2
SLC22A1	0.8	0.08
SLC38A4	0.8	1.85
SLC6A9	0.8	-1.99
TMEM120B	0.8	-0.95
ADAM28	0.79	0.53
CCDC157	0.79	0.38
CD28	0.79	0
CDH6	0.79	-0.14
CFAP97	0.79	-0.66
DHRS2	0.79	-1.6
DLG4	0.79	0.63
GLIS1	0.79	1
MYC	0.79	-3.6
NTHL1	0.79	-1.83
PLGLB2	0.79	0.22
PRH1-PRR4	0.79	1.25
RP11-488L18.4	0.79	-0.13
SLC16A12	0.79	-0.17
STAT1	0.79	1.55
TRIOBP	0.79	1.56
TRPA1	0.79	1.5
ARHGAP4	0.78	0.05
CCL2	0.78	6.85
CDH13	0.78	3.72
