geneID	FC_X	FC_Y
KDM1A	2.33	0.07
PLAU	2.33	-1.95
RP11-848G14.5	2.33	-0.46
TMEM184A	2.33	-1.37
ADGRG1	2.32	0.33
SDCBP	2.32	-1.65
HIST3H2BB	2.3	-1.39
MLANA	2.3	-0.91
MST1P2	2.3	-1.87
OPN3	2.3	-1.06
STS	2.29	-0.38
ESRRG	2.28	-0.03
GOLGA6L4	2.28	0.26
TMCC2	2.28	0.28
BFSP2	2.27	-1.69
SLC5A10	2.27	0.54
TTYH3	2.27	1.2
ATP1A4	2.26	-0.09
FAM78A	2.26	-1.24
IGSF9B	2.26	-1.08
RP11-195F19.5	2.26	-0.77
GPR143	2.25	-2.04
GSTT2	2.25	-0.83
SAP130	2.25	0.59
AC007875.2	2.24	-1.28
CLCN5	2.24	-1.19
DGKB	2.24	-1.25
ROPN1	2.24	-1.49
ATP10B	2.23	-0.9
FFAR2	2.23	-0.61
PI15	2.23	2.24
PLXNC1	2.22	-0.75
RP11-164J13.1	2.22	-1.59
TUBA8	2.22	-0.39
FRMD4B	2.21	-1.78
MGAT4A	2.2	-0.22
PNCK	2.2	-0.54
ATP6V1C2	2.19	0.49
FAXC	2.19	-1.65
NKD1	2.19	-0.42
PPAN-P2RY11	2.19	-1.58
PTPRR	2.19	-0.8
MYH15	2.18	-1.67
OTX1	2.18	0.18
SNED1	2.18	-0.58
SPDYE12P	2.18	-1.47
ARHGAP33	2.17	0.13
TPPP	2.17	-0.38
LHFPL3	2.16	-0.37
RIPK4	2.16	0.31
CX3CL1	2.15	-0.65
GYG2	2.15	-3.2
MAST3	2.15	-1.82
STK32A	2.15	0.79
GOLGA2P11	2.14	-1.05
PLCB4	2.14	-3.11
SLC16A10	2.14	0.06
DCDC2	2.13	-1.5
HPGD	2.13	0.02
PLA2G4B	2.13	0.1
ZBED6	2.12	-0.2
JPH4	2.11	-1.31
OBSCN	2.11	-1.05
GPRIN3	2.1	-0.44
SEMA7A	2.1	-0.66
TRIM63	2.1	2.05
C2orf70	2.09	-1.93
NUDT14	2.09	0.62
PAK3	2.09	-1.32
NBL1	2.08	1.48
SULT1A1	2.08	-0.85
RHCG	2.07	-1.5
STARD10	2.07	-1.81
DNAH9	2.06	-2.11
STX7	2.06	-1.84
MTHFR	2.04	0.52
RPS12P20	2.04	-1.22
UBL3	2.04	-1.08
BORCS7-ASMT	2.03	-0.35
BRINP3	2.03	-1.56
CFAP61	2.03	0.63
DMKN	2.03	-0.21
EEF1DP3	2.03	-1.25
FAM179A	2.03	0.04
HSD17B8	2.03	-0.18
MFSD4A	2.03	-1.2
SORBS1	2.03	1.49
CDH1	2.02	-1.89
C11orf65	2.01	-0.99
C3orf49	2.01	0.07
MIA	2.01	-5.05
RP11-299H22.3	2.01	-0.37
CLCN7	2	0.99
CYP7B1	2	1.27
DNAI1	2	-1.51
FAM124A	2	0.19
PLEKHG4B	2	-0.37
RP11-73M18.2	2	-1.34
C10orf11	1.99	-0.3
NPPA	1.99	-0.9
PTPRU	1.99	-0.57
RP11-745O10.4	1.99	-0.34
SNX10	1.99	-1.7
ZNF540	1.99	-1
ADM2	1.98	-1.1
GRK3	1.98	0.29
SGIP1	1.98	-0.75
TESK2	1.98	-0.77
TM4SF19-TCTEX1D2	1.98	-1.08
CCDC154	1.97	-0.15
FAM167B	1.97	0.95
FRMD3	1.97	0.42
HIST1H4K	1.97	-0.28
LILRA5	1.97	-1.21
RNF125	1.97	-1.91
HIST3H2A	1.96	-0.8
KIN	1.96	-1.22
ALDH1A2	1.95	-0.23
ANKS1A	1.95	-2.22
DOCK9	1.95	-0.88
RPS27	1.95	0.01
CAPN3	1.94	-1.72
HFM1	1.94	-0.11
ITGAM	1.94	-0.45
SERPINB9	1.94	-0.62
SIRPA	1.94	1.23
SPAG17	1.94	-1.1
TSPAN7	1.94	-2.59
ERBB4	1.93	-2.01
MOB3B	1.93	-1.81
C1orf21	1.92	0.74
GLB1L3	1.92	-0.68
LRGUK	1.92	-0.82
PIR	1.92	-1.37
BHLHE22	1.91	-1.33
FEZF1	1.91	1.22
KDM6A	1.91	-0.14
TDRD7	1.91	1.16
ABTB2	1.9	-4.43
GABRG3	1.9	-0.29
HIST2H2AC	1.9	-0.13
GOLGA8A	1.89	0.23
RP11-440I14.2	1.89	-1.26
ZFHX4	1.89	-0.17
ZFYVE26	1.89	1.28
CTSK	1.88	3.03
EPHA5	1.88	-0.69
IGF2R	1.88	-0.86
LIPT1	1.88	-0.37
MREG	1.88	0.44
PACRG	1.88	-0.76
RDH8	1.88	-1.31
RP11-963H1.1	1.88	-0.78
ZNF826P	1.88	-0.98
HIST2H4A	1.87	0.43
PLXNA1	1.87	1.58
TSKU	1.87	0.91
DGKI	1.86	-0.99
GUSBP1	1.86	-0.47
LGALS3	1.86	-0.99
LILRA2	1.86	0.01
RAVER2	1.86	-0.81
ABCC12	1.85	-0.55
BCL2A1	1.85	0.29
CD1A	1.85	-3.19
LAT2	1.85	-0.62
PRKG2	1.85	-2.31
USP51	1.85	-0.02
ZNF286B	1.85	0.03
KCNG3	1.84	-1.12
KCNQ5-IT1	1.84	-0.81
MTMR9LP	1.84	-0.09
RTN4RL1	1.84	-0.45
VAMP8	1.84	-0.21
ZNF385D	1.84	-0.63
CD63	1.83	-0.62
CYP4F29P	1.83	-1.62
MCF2L	1.83	1.09
MT-ND3	1.83	0.12
RAB17	1.83	-0.43
RFX3	1.83	0.17
RPS27AP13	1.83	-0.97
SERPINA3	1.83	-2.92
TSPAN10	1.83	1.06
MAK	1.82	-0.11
TMEM51	1.82	-0.49
RP11-761N21.2	1.81	-1.55
TTC39A	1.81	-0.26
GBF1	1.8	-1.98
HAMP	1.8	-0.58
IKZF3	1.8	-0.09
LSR	1.8	-0.2
NAT8L	1.8	-1.27
RP4-669L17.10	1.8	-0.75
SMPX	1.8	-2.34
TFEB	1.8	-0.05
FCGR2B	1.79	-2.07
MARK2P8	1.79	-0.3
METTL9	1.79	1.28
RAP1GAP	1.79	-0.04
RP11-566K11.5	1.79	0.76
SLC13A4	1.79	-0.25
SPAG8	1.79	-0.82
CTD-2192J16.22	1.78	0
POM121L9P	1.78	-0.44
RBM43P1	1.78	-1.1
RGS10	1.78	0.52
RIMS3	1.78	-0.31
RP11-147L13.15	1.78	-1.37
STAR	1.78	-0.45
TMPRSS11BNL	1.78	-0.72
DDIT4L	1.77	-1.74
FAM174B	1.77	0.24
GDAP1L1	1.77	-0.02
KCNQ5	1.77	-0.31
RP13-401N8.3	1.77	0.05
FAM227A	1.76	0.49
NOXRED1	1.76	-0.96
POC1B-GALNT4	1.76	-1.43
RP11-124L9.1	1.76	1.09
RPS3AP26	1.76	-0.51
SAT1	1.76	-1.04
TMEM255A	1.76	1.93
BACE1	1.75	-0.8
CXorf65	1.75	-1.81
EPB41	1.75	0.55
FNIP2	1.75	1.27
GDF15	1.75	-0.59
HNRNPA1P16	1.75	-0.15
LSMEM1	1.75	-0.73
POLR2A	1.75	0.19
AIF1L	1.74	1.98
ESRP2	1.74	-0.12
GRIP1	1.74	-0.34
PLGLB2	1.74	-1.43
SYNPR	1.74	-1.26
TNFRSF14	1.74	1.53
UCP3	1.74	-0.38
ZDHHC11B	1.74	-0.41
AC104532.2	1.73	-0.65
ADAM8	1.73	-1.14
EXPH5	1.73	-0.11
HIBCH	1.73	-1.96
L3MBTL3	1.73	0.22
LINC00674	1.73	0.39
PLA2G6	1.73	1.41
CEP170P1	1.72	-0.51
FBXL19	1.72	-1.17
HIST1H4E	1.72	-0.08
NKAIN4	1.72	-0.86
PNPLA7	1.72	-1.35
ADGRG2	1.71	-0.52
CLYBL	1.71	-0.76
FAM207A	1.71	0.19
KCNIP4	1.71	0.22
LRRC19	1.71	-0.47
MIGA2	1.71	-0.32
RPL7P23	1.71	-1.41
SIGLEC16	1.71	-0.69
TRPM6	1.71	-0.65
AMDHD2	1.7	1.95
ASB14	1.7	0.07
C11orf96	1.7	-0.73
CCDC57	1.7	-0.18
CYP2D6	1.7	-1.21
FRG2	1.7	-1.34
OVOS2	1.7	-0.43
RP11-345J18.2	1.7	0.34
ZNF93	1.7	-1.01
CCDC181	1.69	-0.04
CNTNAP4	1.69	0
MAPK10	1.69	0.4
MESDC1	1.69	-0.33
MICAL1	1.69	1.79
RP11-235E17.2	1.69	0.05
VARS2	1.69	-0.36
ZNF534	1.69	-0.13
ZNF737	1.69	0.31
FAAH	1.68	-0.7
KIAA1456	1.68	0.56
PTPRN	1.68	-0.22
SLC5A9	1.68	-2.43
SUMO2P17	1.68	-0.16
ZFYVE16	1.68	1.67
ZNF235	1.68	-0.91
CD244	1.67	0.43
CDH4	1.67	-1.07
GAGE12F	1.67	0
GAGE12G	1.67	0
MUC5B	1.67	0.28
OTUD1	1.67	0.35
PYCARD	1.67	1.8
TMEM108	1.67	0.52
C2	1.66	0.71
CABLES1	1.66	0.88
EFCAB12	1.66	0.2
JMJD7-PLA2G4B	1.66	0.46
KSR1	1.66	0.46
LEMD1	1.66	-0.89
LHX6	1.66	-1.05
LRRC8B	1.66	0.71
NENF	1.66	0.17
PPL	1.66	1.08
PVALB	1.66	0
RP11-33O4.2	1.66	-0.67
RP11-428G5.7	1.66	-0.39
SLAMF7	1.66	-0.15
ZYG11AP1	1.66	-1.39
KLHDC8B	1.65	0.87
MAMDC4	1.65	-0.67
OPHN1	1.65	1.44
BLOC1S4	1.64	-0.6
CSPG4	1.64	-0.77
CTH	1.64	-0.54
IER5	1.64	0.73
MCF2L2	1.64	0.25
PIK3R3	1.64	-1.22
RP11-566K11.2	1.64	-2.15
TDRD3	1.64	0.87
ABCA10	1.63	-0.99
CARD14	1.63	0.12
CPN1	1.63	-1.56
DNAJC1	1.63	0.78
DTNA	1.63	0.12
GRAMD2	1.63	-0.43
IFI16	1.63	-1.03
PDGFD	1.63	1.04
RP11-465B22.3	1.63	0.16
ABCC5	1.62	1.39
CAPN14	1.62	-0.6
WASH2P	1.62	0.24
ARAP1	1.61	1.59
ASRGL1	1.61	0.8
C1orf228	1.61	-0.24
COMMD6	1.61	0.74
ITGA7	1.61	-1.45
PABPC1L	1.61	0.37
PROM2	1.61	-0.47
RP11-724O16.1	1.61	0.56
RPL31	1.61	-1.88
ZGLP1	1.61	-0.61
ADIPOQ	1.6	-0.68
FAM101B	1.6	1.22
GAB2	1.6	0.44
HMGN2P46	1.6	0.1
RBMXL1	1.6	0.62
RP11-791G16.2	1.6	-0.89
RPL10P9	1.6	-1.35
LRRC37A	1.59	0.21
MAF	1.59	2.9
MITF	1.59	0.09
MLPH	1.59	-0.07
PLPP2	1.59	1.15
SEMA6C	1.59	1.09
TSPAN9	1.59	1.41
ZNF324B	1.59	0.18
EIF3E	1.58	-2.36
HRNR	1.58	-0.71
IGF1	1.58	-0.16
KLHL35	1.58	-0.38
PCSK9	1.58	-1.42
PIM2	1.58	-1.87
RP11-463D19.2	1.58	-1.15
SEMA6B	1.58	-0.41
TIE1	1.58	-0.89
TMC6	1.58	-0.13
TPP2	1.58	0.79
TSGA10	1.58	0.29
ZNF33B	1.58	1.23
CTD-2353F22.2	1.57	0.38
HIST1H2BD	1.57	-0.1
RNF144A	1.57	0.16
RP4-740C4.5	1.57	0.05
SLC19A2	1.57	0.26
TAGAP	1.57	-0.34
TEX15	1.57	-1.13
AMOT	1.56	0.81
ENPP7P1	1.56	-1.48
GABRA5	1.56	-0.43
IMMP2L	1.56	-1.57
MRLN	1.56	0.23
NPPA-AS1	1.56	-0.05
ST3GAL5	1.56	0.39
AKNA	1.55	-1.62
BATF	1.55	0.19
CDC42EP2	1.55	0.31
FRAT2	1.55	-0.61
GLMP	1.55	2.4
GPR157	1.55	1.09
HAGHL	1.55	0.86
MAST1	1.55	0.39
NR4A2	1.55	0.06
RDH5	1.55	-1.24
RPL7P52	1.55	-0.85
TECTB	1.55	0.58
TMEM132B	1.55	0.73
TRIB2	1.55	-0.66
YJEFN3	1.55	1.23
ZNF660	1.55	-1.08
ATF7IP2	1.54	-1.77
C8orf46	1.54	0.13
ERCC5	1.54	-0.23
FAM229A	1.54	-0.99
JAG2	1.54	-1.82
KIAA1324L	1.54	-0.75
MIPEPP3	1.54	-0.61
RUFY3	1.54	0.81
SALL2	1.54	-0.75
TTYH2	1.54	-2.13
BNC2	1.53	-0.5
CAMLG	1.53	0.33
CPB2	1.53	-1.55
FAM193B	1.53	0.02
KIAA0895	1.53	-0.29
NAT8	1.53	-0.17
PDE4D	1.53	0.83
PHLDB3	1.53	0.01
RPL23AP32	1.53	0.24
SHANK2	1.53	0.31
SMG1P3	1.53	0.12
SMPD2	1.53	0.66
SPDYE16	1.53	0.39
USF1	1.53	0.43
ARHGAP20	1.52	0
C5AR1	1.52	-0.47
CPNE5	1.52	-2.08
INPP5F	1.52	-0.72
KLHDC1	1.52	-0.16
LRRIQ1	1.52	0.22
PPP1R12B	1.52	1.86
RP11-386I23.1	1.52	-0.07
RP11-767N6.2	1.52	-0.75
TRIM73	1.52	-0.18
CFAP43	1.51	-0.15
CYSTM1	1.51	-1.75
DHX32	1.51	-0.09
FER1L4	1.51	-0.2
HIC1	1.51	-0.38
KIR3DX1	1.51	-0.93
LRRC37A5P	1.51	-0.36
LZTS1	1.51	1.14
MDH1B	1.51	0.42
MYH7B	1.51	-0.52
RP11-82O19.2	1.51	-0.31
TMEM220	1.51	0.23
TMEM251	1.51	0.28
AC003003.5	1.5	-0.51
AC025335.1	1.5	-0.27
GJB1	1.5	-2.81
HIST2H2BA	1.5	-0.76
IGSF8	1.5	1.18
MSI2	1.5	1.14
NPIPA7	1.5	0.8
ZNF726	1.5	0.44
CASC1	1.49	-0.62
CCDC30	1.49	0.58
DUSP23	1.49	1.51
GIMAP5	1.49	0.75
HHIPL1	1.49	-0.6
INSL6	1.49	-0.54
LONRF2	1.49	-0.32
MYL5	1.49	0
MYO5C	1.49	0.17
PGBD1	1.49	0
PHF21B	1.49	-0.5
PLEKHA2	1.49	0.99
RPL32P29	1.49	-1.32
AC005943.2	1.48	-0.74
ANO4	1.48	-1.74
ATP11A	1.48	0.42
CTD-2521M24.13	1.48	-0.31
GAGE2E	1.48	-0.09
HIST1H2AI	1.48	0.22
LDLRAD1	1.48	-0.35
PILRB	1.48	-2.21
RP11-213G2.3	1.48	-0.67
RP11-542C16.2	1.48	-1.16
RP9P	1.48	0.09
SLC2A5	1.48	-0.12
SLC9B1	1.48	0.34
THSD4	1.48	-1.16
CTD-2207O23.3	1.47	0
FSD1L	1.47	0.75
LPAR2	1.47	0.88
RLN1	1.47	-0.32
RP11-651P23.4	1.47	-0.75
SLC7A8	1.47	3.69
TNS1	1.47	0.98
TPTE2P2	1.47	0.5
AC240274.1	1.46	0.29
BLOC1S5-TXNDC5	1.46	-0.19
CXADR	1.46	-0.06
FAM84B	1.46	-3.5
ICOS	1.46	-1.24
PNLIPRP2	1.46	-0.84
RAB11FIP1P1	1.46	-0.17
RADIL	1.46	-0.68
TAS2R4	1.46	0
AGAP6	1.45	-1.24
C16orf96	1.45	-0.4
CC2D1B	1.45	1.3
CHKA	1.45	0.65
FAM13B	1.45	0.88
HOGA1	1.45	-0.07
IFNAR1	1.45	1.79
MMP14	1.45	2.01
PNMA2	1.45	-0.08
PPEF1	1.45	-2.19
RP3-382I10.7	1.45	-0.14
STRBP	1.45	-0.04
TMEM232	1.45	0.14
ZNF689	1.45	-0.49
CDH8	1.44	-0.09
GSTM3P1	1.44	-0.17
KCNIP2	1.44	-0.52
OAZ3	1.44	-0.54
OSBPL1A	1.44	1.65
PECAM1	1.44	1.46
PTENP1	1.44	0.16
RGS20	1.44	1.1
SMOX	1.44	0.86
SPIRE2	1.44	0.3
TNXB	1.44	0.77
TSPAN14	1.44	1.35
ABC13-47488600E17.1	1.43	-0.14
AMD1P4	1.43	-0.87
CARMIL3	1.43	-1.23
CD55	1.43	0.3
CPT1B	1.43	0.04
DLEC1	1.43	-1.29
DYRK1A	1.43	0.97
FAM149A	1.43	-0.09
KIAA0040	1.43	0.01
LILRA6	1.43	-0.29
RPL21P131	1.43	-1.58
SERPINA10	1.43	-0.83
SNAI1	1.43	-0.89
CROCCP3	1.42	0.35
CSTB	1.42	-0.19
CTD-2545G14.7	1.42	-1.37
EEF2K	1.42	-0.38
FAM102A	1.42	0.85
FAM86B1	1.42	-0.41
GABRB3	1.42	0.17
HIST1H4H	1.42	1.34
HPS4	1.42	1.56
ITPKC	1.42	-0.35
KCNAB2	1.42	1.04
L3MBTL1	1.42	0
NANOS1	1.42	-0.84
PDXDC2P	1.42	0.42
PPP1R42	1.42	-0.46
RP11-335G20.7	1.42	-0.24
RP11-740C1.2	1.42	-1.45
RPL36	1.42	-1.85
TBC1D16	1.42	1.7
ZNF114	1.42	-0.19
ZNF74	1.42	0.14
AC013264.1	1.41	-1.09
AC019097.7	1.41	-0.91
AC090602.2	1.41	-1.52
AC144530.1	1.41	-0.8
ACVR1C	1.41	0.2
ALG5	1.41	0.66
C5orf30	1.41	1.2
CAPG	1.41	-0.32
CD300LD	1.41	0.35
CELSR2	1.41	0.41
DMD	1.41	1.44
DOPEY2	1.41	-0.28
HSF4	1.41	1.53
ITPKB	1.41	2.76
PARP15	1.41	-0.17
PARP16	1.41	0.25
RP11-10O17.1	1.41	-0.22
SGSM2	1.41	0.15
AP000347.2	1.4	-0.08
CEP120	1.4	-1.62
CHGB	1.4	-0.86
FARP1	1.4	0.94
FSTL4	1.4	1.14
OMD	1.4	-0.27
PKD2L2	1.4	-0.73
RAMP2	1.4	-0.33
RP11-343H5.4	1.4	-0.61
RP11-646I6.3	1.4	0.34
RP11-956A19.1	1.4	-0.18
RPL17	1.4	-1.14
RPL36A-HNRNPH2	1.4	0.05
SS18L1	1.4	1.32
TMEM141	1.4	1.02
TMEM221	1.4	-0.1
TSPAN19	1.4	0.38
ZNF420	1.4	0.46
ZNF470	1.4	-0.44
ZNF658	1.4	-0.06
AC003005.4	1.39	-1.19
AIFM3	1.39	-0.22
BCAS3	1.39	-1.35
CATSPERB	1.39	0.85
CD38	1.39	-0.78
CDC16	1.39	0.25
CDC42BPG	1.39	-0.07
CYP51A1P3	1.39	-0.74
GRIA1	1.39	-0.1
HTR2B	1.39	2.26
PPP4R4	1.39	-0.32
PRR22	1.39	-0.89
RPL15	1.39	-0.3
SBF2	1.39	1.85
AMHR2	1.38	-1.45
ANXA9	1.38	-0.68
C11orf80	1.38	-0.21
CELF6	1.38	0.84
CEP112	1.38	0.92
COMTD1	1.38	0.27
DSTYK	1.38	2.51
DUSP4	1.38	-2.06
FAM65B	1.38	0.31
FAM81A	1.38	0.28
FKBP1B	1.38	-1.36
GTF2IP13	1.38	0.62
PCBP3	1.38	0.47
RPS3AP35	1.38	-1.35
SESN2	1.38	-0.12
SLCO2B1	1.38	0.77
SNRNP70	1.38	0.76
TTPA	1.38	-1.04
WDR91	1.38	1.44
AKAP5	1.37	-0.48
ARFGEF3	1.37	0.27
C10orf95	1.37	-0.97
CLEC2D	1.37	0.44
DTNB	1.37	0.74
LAMP3	1.37	-0.8
RCSD1	1.37	-0.61
RPS2P45	1.37	-0.73
STK33	1.37	0.33
ABO	1.36	-0.59
ALMS1P1	1.36	-1.11
CADPS2	1.36	0.09
DYX1C1	1.36	0.07
FAM63B	1.36	1.66
FOS	1.36	1.35
MYH10	1.36	-0.56
NFKBIZ	1.36	0.36
POU6F1	1.36	0.72
PRR9	1.36	0.22
RANBP10	1.36	0.55
RP11-138H10.2	1.36	-0.34
RPS3AP44	1.36	-1.09
TFP1	1.36	-1.05
TIAM2	1.36	-2.96
VAV3	1.36	-0.24
AFG3L2	1.35	-1.48
CARD8	1.35	-1.68
CFAP69	1.35	0.98
CTC-451P13.1	1.35	-0.54
CTD-3214H19.4	1.35	-0.11
KIAA1683	1.35	0.11
MORN1	1.35	-0.03
NIP7P3	1.35	-0.29
PINX1	1.35	1.15
PRIM2	1.35	0.18
RP11-392E22.9	1.35	-0.78
RP11-442H21.2	1.35	-1.92
RP11-599J14.2	1.35	-0.28
SLFN11	1.35	0.2
TAS2R15P	1.35	-1.22
TMEM229B	1.35	0.05
TPK1	1.35	0.38
USP32	1.35	2.22
ZFP41	1.35	0.36
C16orf86	1.34	0.73
CACNA1E	1.34	0
CASQ1	1.34	-0.89
DNAJA4	1.34	-0.06
EEF1B2P1	1.34	-0.72
FGF12	1.34	-0.23
HIST4H4	1.34	0.14
MEF2B	1.34	-0.32
PKD1P1	1.34	-3.38
PPIAP2	1.34	-0.44
RDH12	1.34	-0.29
RP11-1070B7.1	1.34	0.48
RP11-175B9.2	1.34	0.27
RP11-726G1.1	1.34	0.37
RP11-823P9.3	1.34	-1.65
SGCD	1.34	1.83
SIDT1	1.34	0.64
VCAM1	1.34	1.15
XKR8	1.34	0.2
ZC3H12C	1.34	1.26
ZNF782	1.34	-0.25
AC010980.2	1.33	-0.04
ALDH4A1	1.33	0.79
AMZ1	1.33	-0.12
C16orf54	1.33	-0.62
CCDC190	1.33	0
CD72	1.33	-0.19
FMN1	1.33	-0.7
GS1-124K5.2	1.33	-0.99
MOK	1.33	0.44
NXNL2	1.33	-0.13
RP5-1099D15.1	1.33	-0.73
SDCBPP3	1.33	-0.43
SLC14A2	1.33	-0.17
SLC6A15	1.33	0.74
SSR4P1	1.33	0
WDR97	1.33	-0.1
ANKRD29	1.32	1.12
CD6	1.32	-1.15
CNBD1	1.32	-0.32
COX6B1	1.32	-1.25
EFHD1	1.32	-0.08
FAM46D	1.32	-1.11
H2AFZ	1.32	-0.45
HCN3	1.32	0.39
KCP	1.32	0.4
NDUFB1	1.32	1.25
PARK2	1.32	0.12
PCDHB1	1.32	0.41
PCSK2	1.32	-0.01
PYGM	1.32	-0.17
SPINT1	1.32	-0.85
TDRD9	1.32	-1.79
TMEM176B	1.32	-1.76
APITD1-CORT	1.31	1.29
ARHGEF11	1.31	0.61
CENPV	1.31	-0.33
FDPSP7	1.31	-0.18
FYB	1.31	-1.3
IGSF3	1.31	-0.91
PDE10A	1.31	-0.84
RETSAT	1.31	1.62
RPL34	1.31	-1.1
SAMD15	1.31	-0.45
ZNF467	1.31	0
ZNF620	1.31	-0.42
ADCY2	1.3	0.07
ATP8A1	1.3	-0.74
BRSK2	1.3	-1.28
C4orf26	1.3	-0.54
CALCR	1.3	-0.19
DPY19L2P2	1.3	0.24
HERC2P5	1.3	-0.18
HIF3A	1.3	-0.39
IL16	1.3	-3.01
LILRB1	1.3	-0.41
LIPC	1.3	-0.63
LMBR1L	1.3	1.37
MSRB2	1.3	0.12
PEX11G	1.3	0.59
PRH2	1.3	-0.48
RALGAPA1P1	1.3	0.01
ROS1	1.3	-0.4
RP11-177B4.1	1.3	-0.75
SEC31B	1.3	0.29
SMIM1	1.3	0.8
SPDYE5	1.3	-0.28
ST6GALNAC3	1.3	0.03
VWA5A	1.3	0.48
ABC14-864958H18.2	1.29	-0.23
AC069368.3	1.29	-1.28
C16orf74	1.29	0.78
CMTM4	1.29	0.41
CPVL	1.29	1.06
DIRAS2	1.29	-0.39
DOC2A	1.29	-0.42
FAM69B	1.29	0.21
GAREM1	1.29	-0.16
HEBP1	1.29	1.68
NOS1	1.29	-0.13
NR4A3	1.29	1.14
PROM1	1.29	-0.75
RPL23AP49	1.29	0.27
SEC11C	1.29	0.54
SEMA6D	1.29	1.44
TLE2	1.29	-0.29
