geneID	FC_X	FC_Y
DNAH1	1.15	-1
EPHB3	1.15	0.22
FAM110D	1.15	-1.25
PRKAB2	1.15	-0.75
RASL10B	1.15	-1.71
ST6GAL1	1.15	-2.19
TAS2R18	1.15	-0.66
TP53I11	1.15	1.93
ZNF417	1.15	-0.39
ANKRD20A1	1.14	-0.49
APITD1-CORT	1.14	-0.65
ARHGAP28	1.14	-0.57
C3orf58	1.14	-1.04
CCDC188	1.14	-0.17
CNTD1	1.14	-0.33
GLIS3	1.14	0.26
KDM1B	1.14	0.08
LMF1	1.14	-1.79
RPL18AP3	1.14	-1.45
SLA	1.14	1.41
ZNF778	1.14	-0.35
CAMK1D	1.13	0.02
COMMD3-BMI1	1.13	-0.69
DDX25	1.13	-2.66
EFCAB12	1.13	-0.3
FAM216B	1.13	0
IGFL4	1.13	-0.64
KIAA0586	1.13	0.11
MEFV	1.13	0.7
TMX2P1	1.13	-0.34
AC093616.4	1.12	-0.18
AF011889.5	1.12	-1.21
CFAP57	1.12	1.26
FBXL19	1.12	0.47
ITPKC	1.12	0.63
KCNRG	1.12	-0.22
LRRC8B	1.12	-1.41
NPR3	1.12	-1.82
PPT1	1.12	-2.77
RARRES1	1.12	-0.83
RP1-241P17.4	1.12	0
STARD9	1.12	-0.3
ZNF502	1.12	0.53
CFAP44	1.11	-0.49
FRAT2	1.11	-1.77
HYDIN	1.11	-2
RPH3AL	1.11	-0.63
RPS18P12	1.11	-0.99
RTTN	1.11	-1.48
SERHL2	1.11	-0.01
AC012314.11	1.1	-1.98
AC012314.12	1.1	-1.98
AC012314.14	1.1	-1.98
AC012314.2	1.1	-1.98
AC012314.4	1.1	-1.98
AC012314.5	1.1	-1.98
ASB18	1.1	-0.73
C9orf172	1.1	-1.73
CELF5	1.1	-0.82
CLMN	1.1	0.61
GPR183	1.1	-0.36
IGF1	1.1	0.42
NEK10	1.1	-0.69
PTK2B	1.1	-0.35
RP1-217P22.2	1.1	-1.25
RP11-475E11.2	1.1	-0.59
RPS6KL1	1.1	-2.22
VN1R1	1.1	-0.65
ANXA3	1.09	-0.9
COL2A1	1.09	-1.4
DLEC1	1.09	-0.77
DUOX1	1.09	0.01
KCNIP4	1.09	-0.01
PLIN1	1.09	-0.01
TNFRSF19	1.09	-3.62
TRIM16L	1.09	-0.65
CTC-487M23.8	1.08	-0.54
CTD-2062A1.2	1.08	-0.24
CTD-2545G14.7	1.08	0
FTH1P7	1.08	0.31
LCOR	1.08	0.11
LTBP2	1.08	2.52
PNMA2	1.08	-0.56
RP11-302B13.5	1.08	-0.28
RP5-1056L3.3	1.08	-0.31
RP5-1198O20.5	1.08	-0.19
RTEL1-TNFRSF6B	1.08	-0.47
SUMO2P17	1.08	0.21
ZFR2	1.08	-0.3
ABI3	1.07	0.69
AC018735.1	1.07	-0.37
ADAMTS17	1.07	-1.7
AMMECR1L	1.07	-0.46
CCDC61	1.07	-1.06
DIMT1	1.07	0.77
FAM161B	1.07	0.2
KIF6	1.07	-1.13
RDH8	1.07	-3.63
RP11-40A7.2	1.07	0.23
RP11-56M3.1	1.07	0.08
SCIN	1.07	0.97
SEPSECS	1.07	-1.05
SETDB1	1.07	-1.16
BACE1	1.06	-0.65
CD38	1.06	0.09
OR2A9P	1.06	-0.41
RP11-455G16.1	1.06	-1.55
RPLP0P6	1.06	-0.72
SGK2	1.06	-0.6
SLAMF6	1.06	-0.26
SYS1-DBNDD2	1.06	-1.28
TBC1D26	1.06	-0.8
VWA5B2	1.06	-0.8
ZC4H2	1.06	-0.21
ACRC	1.05	-0.26
CHST5	1.05	-1
CNNM3	1.05	-0.54
CTD-2554C21.2	1.05	-1.24
FOXD2	1.05	0
GIGYF1	1.05	0.63
GIMAP8	1.05	0.57
LIPH	1.05	0.53
RP11-73M18.2	1.05	-1.08
ZNF663P	1.05	-0.34
CFP	1.04	0
CTC-539A10.7	1.04	-0.54
DQX1	1.04	-0.73
ERBB4	1.04	-1.39
FAAHP1	1.04	-0.23
KDM7A	1.04	-1.76
MAMSTR	1.04	-0.92
MOCS1	1.04	-0.58
MYH15	1.04	-0.18
PARP15	1.04	-0.88
PMS2P5	1.04	-1
PRDM6	1.04	-0.14
RP11-43F13.1	1.04	-1.47
SGPP2	1.04	-0.83
SNX29	1.04	1.27
ZFHX2	1.04	0.04
BMP7	1.03	-3.32
CNGA1	1.03	0.08
GALNT6	1.03	0.03
MAGED4	1.03	-0.2
RAB11FIP1P1	1.03	-0.08
RNA5SP283	1.03	-0.58
SYNE3	1.03	0.74
WDFY4	1.03	-0.54
ZNF808	1.03	-0.63
ANKRD26	1.02	-0.67
ASXL2	1.02	-0.39
EIF4EP1	1.02	0.36
FCRL6	1.02	-0.11
HR	1.02	-0.02
LAG3	1.02	-0.29
LCP2	1.02	0.47
MMP1	1.02	1.64
MTCL1	1.02	0.93
NEO1	1.02	-2.07
RP11-562I5.1	1.02	-0.25
SLC2A13	1.02	0.3
WDR37	1.02	-0.57
ZNF329	1.02	0.07
ZNF658B	1.02	-0.66
AC024592.12	1.01	-0.59
ATP1B1	1.01	2.09
CCR1	1.01	-1.3
DICER1	1.01	-1.6
GCSHP3	1.01	-0.75
GRAMD1C	1.01	-0.91
LRRC55	1.01	-0.7
MED17	1.01	-0.1
MTSS1L	1.01	1.3
RIPPLY3	1.01	-0.62
SDHAP3	1.01	-0.22
USP32P1	1.01	-0.09
ZNF788	1.01	-1.19
ABCB4	1	0.93
ATXN7	1	0.51
CLCN4	1	-0.25
GPX2	1	-0.77
MAK	1	-1.39
PLEKHM1P1	1	-1.02
PRR5L	1	-0.65
RP11-480I12.9	1	-0.99
RPS15AP10	1	-0.5
SPIRE1	1	-1.32
VPREB3	1	-0.14
YWHAZP4	1	-0.31
ZBP1	1	-1.18
ZFPM1	1	-0.47
BAALC	0.99	-1.23
DNAJC18	0.99	-1.14
HRC	0.99	0.06
IKZF3	0.99	-0.4
KLF5	0.99	0.88
LILRA2	0.99	-0.23
NMRK2	0.99	-3.16
NPHP3	0.99	-0.47
OTUD1	0.99	-0.88
RASA4B	0.99	0.34
RP11-1070B7.1	0.99	1.71
RP4-613B23.5	0.99	-0.9
SLCO1C1	0.99	-0.36
STON1-GTF2A1L	0.99	0
TM4SF19-TCTEX1D2	0.99	-3.15
ABCA8	0.98	-0.57
ABCG8	0.98	-0.15
COL28A1	0.98	-0.39
CTB-159G17.4	0.98	0.24
DMRTA1	0.98	-3.18
FTH1P15	0.98	-0.02
GBAP1	0.98	0.37
ISLR2	0.98	-1.71
OR7D2	0.98	-0.18
RP11-411B6.6	0.98	-1.42
TBX2	0.98	0.71
AGAP10P	0.97	-0.01
ALG11	0.97	-0.33
CA6	0.97	-0.66
CKMT1A	0.97	-1
HSD17B6	0.97	0.62
KIAA1462	0.97	3.3
MUC4	0.97	0
NTHL1	0.97	-2.24
POU2F2	0.97	0.95
PRRT4	0.97	0.11
SLC18B1	0.97	-2.7
SLC5A5	0.97	-0.43
SLC9A7	0.97	1.1
SMG1P7	0.97	-0.88
ZNF525	0.97	1.37
ZSCAN20	0.97	0.33
AZIN2	0.96	-0.87
EEF1A1P3	0.96	-0.11
FBLN2	0.96	0
LILRA5	0.96	-1.21
LRIG1	0.96	1.13
MATK	0.96	-0.2
PNPLA5	0.96	0.5
PRKG1	0.96	0.72
RAB4B-EGLN2	0.96	-0.72
RP11-69E11.4	0.96	1.11
SNCB	0.96	-1.28
SUGT1P3	0.96	-0.73
ABCA17P	0.95	-1.15
AC008565.1	0.95	-0.16
AVPR2	0.95	1.35
CH17-64J14.4	0.95	-0.81
CLUL1	0.95	0.21
MUC21	0.95	-0.66
NME9	0.95	-0.97
OVCH1	0.95	0
PROM1	0.95	-1.55
PTPRZ1	0.95	-0.73
RP11-460N20.4	0.95	-0.38
RP11-728K20.1	0.95	0
RP5-850E9.3	0.95	0
RPS20P22	0.95	-0.06
RSPH14	0.95	-0.24
SLC25A21	0.95	-1.34
SLC36A1	0.95	0.05
SMN1	0.95	-1.76
SULF2	0.95	-0.15
TRPV1	0.95	0.75
ZNF534	0.95	-0.19
AMER1	0.94	0.06
ARF4P2	0.94	-0.62
BIRC6-AS2	0.94	-0.38
CLYBL	0.94	-2.06
CMPK1	0.94	-0.14
CRLF2	0.94	0.67
CSPP1	0.94	-1.37
DUSP8	0.94	0.74
FMO1	0.94	0
FOXP2	0.94	0.5
GTF2IP4	0.94	-0.83
HIST2H4A	0.94	-1.66
PAX5	0.94	-1
RP11-53B2.6	0.94	-0.18
RP11-849F2.7	0.94	0
SIK3	0.94	-1.31
SMO	0.94	-1.36
AKT1	0.93	-0.7
C10orf67	0.93	0.14
CD22	0.93	-0.31
CH17-39B16.2	0.93	0
FTLP2	0.93	0.1
GPR83	0.93	-0.14
IQCK	0.93	-1
LILRB2	0.93	0
MAP4K5	0.93	0.61
NAPSA	0.93	-0.03
P2RY8	0.93	-0.79
PMFBP1	0.93	0.03
RAB43P1	0.93	-0.48
RBFOX3	0.93	-0.56
RP11-548H18.2	0.93	-0.64
RPL23AP97	0.93	-0.85
RPS3AP35	0.93	-2.11
SCUBE1	0.93	-1.07
SPINK9	0.93	-0.47
TNFRSF11A	0.93	-1.72
TSPAN19	0.93	-0.59
VEGFD	0.93	-0.46
ZNF560	0.93	0
AC004945.1	0.92	-0.31
ADAM33	0.92	-0.15
AKAP12	0.92	0.42
ANK2	0.92	-0.53
C3orf52	0.92	0.01
COX5BP6	0.92	-0.81
CRX	0.92	-0.55
DBIL5P	0.92	-0.36
EIF4A1P2	0.92	0.45
FLJ42102	0.92	-0.52
GPT	0.92	-0.48
GRK7	0.92	0.08
MEP1B	0.92	-0.11
NKD1	0.92	-2.29
PCDH10	0.92	-0.92
PDZK1P1	0.92	-0.69
PKDCC	0.92	0.22
RFX3	0.92	-1.93
RP11-134F2.8	0.92	0.97
RP11-566K19.12	0.92	-0.3
RPL7P41	0.92	-0.04
SPATA3	0.92	0.16
SPX	0.92	-0.47
TBCAP2	0.92	-0.13
TBCEL	0.92	0.15
TRIM66	0.92	0.6
XXbac-BPG32J3.22	0.92	0
AMBN	0.91	-1.35
ATE1-AS1	0.91	-0.67
BTN2A3P	0.91	-0.98
DENND1C	0.91	-1.33
FAM181B	0.91	-0.12
FGF7P6	0.91	0.2
GAREM2	0.91	-0.13
HIST1H2AI	0.91	-0.14
KIF17	0.91	-0.59
MTND4P35	0.91	-0.14
PCDHGA7	0.91	0
RASGEF1A	0.91	-0.17
RP11-793H13.10	0.91	0.42
RP4-669L17.8	0.91	-0.99
RPS6KA5	0.91	-2.86
ST8SIA4	0.91	0.26
SUSD5	0.91	0.27
TRERF1	0.91	-0.47
TSSC2	0.91	-0.37
UBE2H	0.91	0.44
VAV3	0.91	-1.63
ABCA9	0.9	-0.12
AL353898.1	0.9	-0.28
BCAR1	0.9	1.44
C19orf38	0.9	-0.72
C2CD4A	0.9	-0.66
DLX5	0.9	-0.15
GS1-124K5.7	0.9	-1.29
HES7	0.9	0.81
HTT	0.9	-0.23
KCNH5	0.9	0.09
LGI1	0.9	-0.34
LRRC49	0.9	0.1
OASL	0.9	1.88
PKLR	0.9	-2.64
PPP1R12B	0.9	0.13
ROCK1P1	0.9	-0.45
RP11-20O24.1	0.9	-0.97
SLCO5A1	0.9	-2.93
SWT1	0.9	-0.85
TAS2R31	0.9	0.55
TGFA	0.9	0
TMSB4XP1	0.9	0
WDR63	0.9	0.45
ATP2A3	0.89	0.84
C1orf226	0.89	-0.55
CD55	0.89	-3.46
CREG2	0.89	-0.34
ERMP1	0.89	-0.48
FANCD2	0.89	-1.04
GPC6	0.89	-1.43
MPPE1	0.89	-0.25
NRG2	0.89	-0.13
OSR2	0.89	1.38
P2RY1	0.89	-1.38
PPP1R13B	0.89	-0.42
RFXAP	0.89	-0.62
SERAC1	0.89	-0.37
SUMO4	0.89	-0.23
YWHAQP5	0.89	-0.77
ZNF853	0.89	-0.95
ZYG11A	0.89	-0.29
B3GNT5	0.88	-0.51
BAMBI	0.88	-2.58
BHMT2	0.88	-0.14
BRPF1	0.88	0.12
CD4	0.88	-0.02
DPP4	0.88	1.37
DPRXP4	0.88	-0.87
DYNC1H1	0.88	-0.4
EPB41L4B	0.88	1.25
GIN1	0.88	-0.37
IQSEC3	0.88	0.26
RBPMS2	0.88	-0.95
RP11-1070B7.3	0.88	-0.97
RP11-57K17.1	0.88	-0.18
RP11-761N21.2	0.88	-1.34
SLC6A12	0.88	-0.1
SNX10	0.88	-4.96
TERB1	0.88	-0.99
TMEM256P2	0.88	-0.68
WASH5P	0.88	-0.71
WBP2NL	0.88	-1.39
ADGRB1	0.87	-0.05
AKR1C3	0.87	0.93
ANKS1A	0.87	-3.65
ARFGEF2	0.87	-0.31
C6orf52	0.87	-1.3
CALB1	0.87	-0.55
CENPL	0.87	-0.24
DNAAF3	0.87	0.83
DPPA4	0.87	-0.57
DUX4	0.87	-0.77
GP2	0.87	-0.33
GTF2IP13	0.87	-0.3
HHIPL1	0.87	-0.04
LINC00643	0.87	0.06
MTND4P12	0.87	-0.65
RGPD8	0.87	0.01
RP11-147L13.15	0.87	-1.78
RP11-23E10.4	0.87	-0.75
RP11-288K12.1	0.87	-0.48
RP11-333I13.1	0.87	0.24
RP11-5A19.5	0.87	-0.91
RPS6KA2	0.87	0.08
SAPCD1	0.87	-0.88
TAF4	0.87	0.14
TMEM74	0.87	-1.31
ULK2	0.87	-0.81
C20orf203	0.86	-0.11
CNR2	0.86	-0.26
FFAR1	0.86	-0.36
GJA1	0.86	2.75
GNRHR2P1	0.86	0
GPR132	0.86	-2.02
GTF3C3	0.86	-0.15
JPH1	0.86	-1.55
LLGL2	0.86	-1.51
MRPL35P3	0.86	0.29
MTCO1P2	0.86	-0.18
P2RX5	0.86	-0.53
PARD6G	0.86	-2.57
PAX8	0.86	2.09
RAB27B	0.86	4.07
RP11-216N14.7	0.86	-0.12
SEMA4G	0.86	-1.04
SRPRB	0.86	-1.49
SRRM5	0.86	-0.52
TG	0.86	-0.15
TMOD4	0.86	-0.88
ZC3H12B	0.86	-0.84
ZNF567	0.86	-1.19
C1orf162	0.85	-0.06
CATSPERG	0.85	0.51
CELP	0.85	-0.41
DDR1	0.85	-1.02
FBXW4P1	0.85	-0.2
FGFR2	0.85	-0.11
GBF1	0.85	0.72
HOXA2	0.85	-0.37
HRH4	0.85	0.45
ITLN2	0.85	1.64
MYL6B	0.85	0.33
NLGN3	0.85	-0.5
PGF	0.85	-2.14
RP11-106D4.3	0.85	-0.59
RPL5P23	0.85	-0.22
SLC6A1	0.85	-0.27
TBC1D27	0.85	0.01
ZDBF2	0.85	-1.48
ZNF815P	0.85	-0.04
AQP2	0.84	2.52
CACNA1C	0.84	1.63
CCDC112	0.84	-1.4
CDON	0.84	0.4
CECR7	0.84	-0.93
CELF2	0.84	-1.23
CLCC1	0.84	0.91
CLIC2	0.84	0.41
DNAH11	0.84	1.54
FBXO10	0.84	0.82
FDPSP2	0.84	-0.37
FILIP1	0.84	0.09
IQUB	0.84	-0.32
MALL	0.84	-0.69
MB21D2	0.84	-0.06
MGAT4A	0.84	-4.13
NDUFA3	0.84	-0.95
PARD3B	0.84	3.31
RP11-484L7.1	0.84	0.11
RPL7P46	0.84	-0.42
SCHIP1	0.84	0.46
SPEF2	0.84	0
TLR1	0.84	0.59
TMEM132B	0.84	-1.41
TMPRSS4	0.84	0.13
TNKS	0.84	-0.5
TRPV3	0.84	-0.51
TTC3P1	0.84	-0.85
ZNF214	0.84	0.23
ZNF233	0.84	-0.23
ZNF850	0.84	-1.92
AC010733.5	0.83	-0.75
ARL9	0.83	0.22
C16orf54	0.83	0.12
CA12	0.83	0.23
CDAN1	0.83	0.36
CSMD3	0.83	0.09
DHRS1	0.83	-0.54
DPEP2	0.83	-0.1
FAM135B	0.83	0.15
HNRNPA1P14	0.83	-0.18
KIAA1614	0.83	-0.05
NT5C1A	0.83	0.92
OTX1	0.83	-1.68
PSG2	0.83	0.1
RP11-1035H13.3	0.83	-0.47
RPS27AP13	0.83	-2.33
TNFRSF9	0.83	0.45
TVP23CP2	0.83	-0.13
ULK4P1	0.83	-0.5
ABCA3	0.82	-0.19
ABCG5	0.82	-1.2
AC104534.3	0.82	0.46
AL513122.1	0.82	-0.36
CTD-2140B24.4	0.82	0
EIF3EP2	0.82	-0.11
GTF2IP12	0.82	0.25
INVS	0.82	-1.09
ITLN1	0.82	-0.1
MAP6D1	0.82	-4.14
N4BP1	0.82	-0.44
NFE2	0.82	0.28
NIPA1	0.82	-1.08
NPM1P33	0.82	-0.31
NRP2	0.82	0.26
PCDHA11	0.82	-0.1
PELI2	0.82	-1.52
PNLIPP1	0.82	-0.33
RP1-39G22.4	0.82	-0.2
RP11-61L23.2	0.82	-0.71
RP11-641C17.3	0.82	0.2
RP5-1022E24.6	0.82	-0.04
SRMP2	0.82	-0.17
TMEM25	0.82	-0.19
XKR4	0.82	-1
XXbac-B562F10.11	0.82	-0.62
ZBTB16	0.82	-0.52
ZNF175	0.82	0.64
ACTG1P10	0.81	-0.81
AF146191.1	0.81	-0.47
ARHGAP12	0.81	0.51
CLCNKA	0.81	0
ERN2	0.81	0.16
FAM103A2P	0.81	-0.83
GAPDHP60	0.81	-0.52
GATM	0.81	-0.87
GJD2	0.81	-0.48
GPATCH11	0.81	-1.01
LIMS3	0.81	-0.57
NUDT4P1	0.81	-0.48
PLEKHM3	0.81	0.29
PRPS1P2	0.81	0.37
RIMS2	0.81	-3.25
RP11-497H16.5	0.81	0.43
RP11-632K20.7	0.81	-0.41
RP4-669B10.3	0.81	-0.44
SLC6A9	0.81	-1.32
SSTR2	0.81	0.53
THEGL	0.81	-0.49
UBE2L4	0.81	-0.16
ZNF619	0.81	0.18
C1QTNF3	0.8	0.28
COMP	0.8	0.03
FSBP	0.8	-0.19
GOLGA8Q	0.8	0.02
KCNN3	0.8	1.77
MYEF2	0.8	-2.8
PARVG	0.8	0.47
PITPNM3	0.8	-0.18
RASSF2	0.8	0.47
RP11-268J15.5	0.8	0.35
RP11-427P5.3	0.8	-0.17
RP11-927P21.5	0.8	0.48
ZFP42	0.8	0.16
ZNF479	0.8	-0.1
AC078899.1	0.79	0.2
ALS2CL	0.79	0.82
ATXN2	0.79	0.32
C12orf56	0.79	-0.45
CCDC141	0.79	-0.78
FHL1	0.79	2.63
GNGT1	0.79	-0.01
GPR157	0.79	-1.44
HBG2	0.79	-0.53
HMGA1P1	0.79	0.39
LDHAP7	0.79	0.04
OMG	0.79	0.57
PROX1	0.79	-1.22
PTPRT	0.79	0.06
RBM43P1	0.79	-1.62
RP11-454F8.2	0.79	-0.36
RPL12P38	0.79	-0.38
SH3RF3	0.79	3.14
TLR5	0.79	-2.79
TMEM176A	0.79	0.47
TMPRSS11B	0.79	0.21
TRAC	0.79	0.84
TRIM9	0.79	-1.2
TRMT44	0.79	-0.55
TTLL13P	0.79	-0.61
WASH2P	0.79	-0.04
ADRA1A	0.78	-0.89
ALDH1A2	0.78	-1.47
C11orf65	0.78	-1.45
C2orf27A	0.78	0.46
CCDC181	0.78	0
CDH24	0.78	1.64
CHRNA9	0.78	0.58
CLDND2	0.78	-1.23
GRHL1	0.78	-0.63
HSPB1P1	0.78	0
METRNL	0.78	0.54
MKRN9P	0.78	-0.92
MLEC	0.78	-0.49
MSANTD2	0.78	0.35
NAT1	0.78	0.03
SLC7A14	0.78	0.4
