geneID	FC_X	FC_Y
GPAA1	3.41	-0.08
LOXL2	3.41	1.27
SEPT7	3.41	0.17
SRP9	3.41	0.13
ECM1	3.4	0.29
SEPT4	3.4	0.05
SLC20A1	3.4	-0.47
ST3GAL1	3.4	0.17
HDAC9	3.39	1.04
NUSAP1	3.39	-0.18
SLC16A6	3.39	0.34
UBAP2L	3.39	0.26
ATP6V0B	3.38	-0.03
MICAL1	3.38	0.31
SUPT5H	3.38	0.11
BROX	3.37	0.08
C10orf90	3.37	0.3
C11orf58	3.37	0.13
PARP4	3.37	0.28
PHACTR1	3.37	0.86
RBMX	3.37	0.04
TXNRD1	3.37	0.35
ACTB	3.36	1.04
AZIN1	3.36	0.31
GBA	3.36	0.29
MARCKS	3.36	0.33
PROS1	3.36	0.91
ZFYVE16	3.35	0.24
EFCAB14	3.34	1.32
HSD17B12	3.34	-0.03
WWTR1	3.34	0.17
GNAS	3.33	-0.16
PARP9	3.33	0.58
PPP1R15A	3.33	0.3
ACADVL	3.32	0.23
CD109	3.32	0.12
CDH8	3.32	1.23
GNS	3.32	0.23
NUP98	3.32	0.63
RNF114	3.32	-0.01
TMEM33	3.32	0.07
ADAR	3.31	0.15
ARL6IP1	3.31	-0.05
HLA-C	3.31	0.44
MAP1B	3.31	0.07
ME1	3.31	-0.03
TMEM255A	3.31	0.44
VPS26A	3.31	0.03
ARHGEF3	3.3	0.77
LMLN	3.3	0.45
RASGRP3	3.3	1.13
ACRC	3.29	1.17
CA8	3.29	0.4
GABARAP	3.29	0.02
HMGB1	3.29	-0.07
KIF11	3.29	-0.02
LMAN2	3.29	-0.04
NF2	3.29	0.14
S100A11	3.29	0.22
TAX1BP1	3.29	0.03
TP53RK	3.29	0.21
AMDHD2	3.28	0.05
CLIC1	3.28	-0.03
HADHB	3.28	0.02
HLA-B	3.28	0.73
HNRNPA2B1	3.28	0.01
MYL6	3.28	0.33
NARS	3.28	-0.06
PSME3	3.28	0.06
RAD21	3.28	0
RNH1	3.28	0.15
TXNIP	3.28	2.02
EFR3A	3.27	0.33
HDAC5	3.27	0.28
LRRC39	3.27	1.07
PIP4K2A	3.27	0.22
SIRPA	3.27	0.1
STOM	3.27	0.16
TOM1	3.27	0.35
ARPC1A	3.26	0.01
ATAD2	3.26	0.24
ATP6AP2	3.26	0.11
FBLN5	3.26	0.34
NRP1	3.26	1.08
PPP1R12B	3.26	1.15
SAE1	3.26	0.14
CCNB1	3.25	-0.12
FANCI	3.25	0.37
MAPRE1	3.25	0.07
SUMO1	3.25	0.17
TNFRSF14	3.25	-0.16
RCAN1	3.24	0.03
SCPEP1	3.24	0.28
ADAM9	3.23	0.36
ANP32E	3.23	-0.08
CST3	3.23	-0.24
DMTN	3.23	1.25
EIF2S2	3.23	-0.23
SMARCA5	3.23	0.07
TAPBP	3.23	0.11
UBE2V1	3.23	-0.07
CGGBP1	3.22	0.05
FEM1B	3.22	0.45
GDI1	3.22	0
GLMP	3.22	0.15
HOXD1	3.22	1.05
MCC	3.22	0.77
TRIM63	3.22	0.46
AC011330.5	3.21	1.27
FAS	3.21	0.25
M6PR	3.21	-0.15
SHC1	3.21	0.21
ACO2	3.2	0.2
CALM3	3.2	0.09
CENPI	3.2	1.14
CHP1	3.2	-0.09
DPP7	3.2	0
FYCO1	3.2	0.5
GPI	3.2	-0.21
LMNA	3.2	0.18
LONP2	3.2	0.08
MYCBP2	3.2	-0.66
PLSCR1	3.2	0.4
RHOA	3.2	0.08
TBL1XR1	3.2	0.11
TSPAN14	3.2	-0.38
ZKSCAN1	3.2	-0.12
ARF6	3.19	0.16
BIRC7	3.19	-0.27
CDK1	3.19	-0.03
LPIN1	3.19	0.62
NUP155	3.19	0.2
PPME1	3.19	0.03
RAB1A	3.19	0.06
SLC39A14	3.19	-0.45
TARDBP	3.19	0.22
KIF2C	3.18	-0.11
NSF	3.18	0.31
SLFN5	3.18	0.29
SRSF10	3.18	-0.04
TOR1AIP2	3.18	0.08
TUBA8	3.18	-0.35
XPO1	3.18	0.26
ARPC2	3.17	-0.02
CALR	3.17	-0.59
CNP	3.17	0.13
CRKL	3.17	0.19
DOCK7	3.17	0.32
NCAPG2	3.17	0.06
NSFP1	3.17	0.93
PLXNA2	3.17	0.3
RNF128	3.17	0.86
TBC1D16	3.17	-0.19
VPS41	3.17	0.23
ELMO2	3.16	-0.11
GPRC5B	3.16	0.03
HIF1A	3.16	0.09
IDS	3.16	0.06
OSTM1	3.16	0.15
ATL3	3.15	0.23
CAND1	3.15	0.17
COPS6	3.15	-0.23
DCTN1	3.15	-0.1
DEPDC1B	3.15	0.18
GADD45B	3.15	1.43
GPX4	3.15	-0.07
HIST2H4B	3.15	0.34
MEF2C	3.15	0.68
NFE2L2	3.15	0.18
PSMD12	3.15	0.23
ZNFX1	3.15	0.31
ANKFY1	3.14	0.32
ATP6V1C1	3.14	-0.12
CAPRIN1	3.14	0.05
CHCHD6	3.14	-0.18
FUBP1	3.14	0.27
GRB2	3.14	0.22
PRR11	3.14	0.09
PTPRG	3.14	0.28
RP11-693N9.2	3.14	2.55
SLC30A7	3.14	0.35
UHMK1	3.14	0.35
ADAT1	3.13	0.32
ARID4B	3.13	0.38
FIGNL1	3.13	0.46
NDUFS1	3.13	0.25
PLOD3	3.13	0.17
SHCBP1	3.13	0.43
TNPO3	3.13	0.07
AP3M2	3.12	-0.05
ARHGAP11A	3.12	0.19
COX7A2L	3.12	-0.05
CPNE1	3.12	-0.23
DPYSL2	3.12	0.83
FAM234A	3.12	0.1
LIMK2	3.12	0.27
MCFD2	3.12	0.08
PPIA	3.12	-0.15
RAD23A	3.12	-0.21
SPATA20	3.12	0.07
ZMYND8	3.12	0.31
AK2	3.11	-0.25
API5	3.11	-0.04
ARFGAP1	3.11	-0.08
EIF2AK2	3.11	0.25
ELAC2	3.11	0.18
EXOC7	3.11	0
HNRNPM	3.11	0.13
PNRC2	3.11	0.01
SLC25A39	3.11	-0.16
SMARCC2	3.11	0.14
VGLL4	3.11	0.22
ADGRG1	3.1	-0.35
ARCN1	3.1	0.05
GPAT4	3.1	0.14
SON	3.1	-0.1
UBE2V2	3.1	0.02
ERCC8	3.09	0.42
HLA-A	3.09	0.35
MCOLN1	3.09	0.29
MED13	3.09	0.45
PARP14	3.09	0.71
PHLDA1	3.09	0.04
PLK1	3.09	-0.33
PON2	3.09	0.23
STXBP1	3.09	-0.1
UACA	3.09	0.57
UPP1	3.09	-0.2
AC010970.2	3.08	-0.12
ALCAM	3.08	0.59
CTC-487M23.8	3.08	-1
DDX1	3.08	-0.02
FAM46A	3.08	-0.07
FGF23	3.08	0.21
HN1	3.08	0.06
KPNA6	3.08	0.06
MAOA	3.08	0.56
METTL9	3.08	0.16
MSN	3.08	-0.39
NME2	3.08	-0.38
PDCD6	3.08	0.07
PDK1	3.08	-0.48
PFKP	3.08	0.08
PREPL	3.08	0.07
RNPS1	3.08	-0.19
SNX17	3.08	-0.01
SNX2	3.08	0.21
TNPO1	3.08	0.23
ADRM1	3.07	-0.03
BBX	3.07	0.11
BRD2	3.07	0.13
DBI	3.07	-0.28
ENTPD1	3.07	0.35
FOXP1	3.07	0.22
IFI44L	3.07	2.24
PDE4DIP	3.07	0.12
PRSS35	3.07	0.75
SEC61A1	3.07	-0.27
SERINC3	3.07	0.01
SORT1	3.07	0.18
TSPYL1	3.07	0.17
ALS2	3.06	1.16
FLOT1	3.06	-0.21
FTO	3.06	0.23
OPA1	3.06	0.31
PLIN2	3.06	0.25
SF3B3	3.06	-0.11
SLC35B4	3.06	0.02
SSH1	3.06	0.48
CBX5	3.05	-0.16
CDC20	3.05	-0.19
CNOT1	3.05	-0.15
COPS3	3.05	0.13
DMTF1	3.05	0.62
ECH1	3.05	0.02
IQGAP1	3.05	-0.03
IRF2	3.05	0.57
ITPKB	3.05	0.58
MAP3K12	3.05	0.97
MCM2	3.05	0.02
PBK	3.05	-0.12
PSMD4	3.05	-0.12
PTCD3	3.05	0.22
RTFDC1	3.05	0.09
SMC4	3.05	0.19
SRPRA	3.05	0.08
ZC4H2	3.05	1.29
AARS	3.04	-0.5
ATP6V0A1	3.04	0.1
ATP6V0E1	3.04	0.15
ATP6V1F	3.04	-0.02
CLEC11A	3.04	0.12
COPB2	3.04	-0.02
EIF5	3.04	-0.07
ERGIC2	3.04	0.27
LLpac-136A2.1	3.04	0.24
PTGES3	3.04	-0.14
PTK2	3.04	-0.1
RNF213	3.04	0.06
SLC16A3	3.04	0.39
ST3GAL6	3.04	-0.03
SUB1	3.04	-0.22
SYPL1	3.04	0.02
TECR	3.04	-0.09
ZEB2	3.04	0.24
CRTAP	3.03	-0.31
DERA	3.03	0.09
DSCR3	3.03	0.21
FAP	3.03	1.17
MYO1D	3.03	0.24
NCALD	3.03	0.25
PFKM	3.03	0.09
RABEP1	3.03	0.09
RSRP1	3.03	0.31
SPCS3	3.03	0.29
SRPX	3.03	0.49
TRA2B	3.03	0.02
ACAP2	3.02	0.84
CDK4	3.02	-0.19
COPG1	3.02	-0.06
CSNK1A1	3.02	-0.19
GAA	3.02	0.18
HM13	3.02	-0.24
PLEKHA5	3.02	0.44
SPTLC2	3.02	0.41
TIMP2	3.02	0.14
TMEM30A	3.02	0.08
UBQLN1	3.02	0.06
VPS4B	3.02	0.32
ADI1	3.01	0.11
ANKRD10	3.01	0.2
ATG13	3.01	0.26
C3orf14	3.01	0.22
CDC42BPA	3.01	0.25
CTNND1	3.01	0.54
CYB5B	3.01	0.4
DLGAP5	3.01	0.07
GALNT3	3.01	0.44
KPNA1	3.01	0.05
MTPN	3.01	0.02
P2RX4	3.01	0.25
PAFAH1B1	3.01	0.44
PEA15	3.01	0.3
PPP1CA	3.01	-0.07
PRKCSH	3.01	0.04
PYGL	3.01	0.42
QDPR	3.01	0.14
RBM8A	3.01	-0.15
SFT2D2	3.01	0.09
SNRNP200	3.01	-0.01
SUMO3	3.01	-0.06
TFAP2C	3.01	0.74
TOLLIP	3.01	0.22
TTC3	3.01	-0.35
TULP4	3.01	0.11
VWA5A	3.01	-0.21
YPEL4	3.01	0.46
ATP6V0D1	3	0.11
C1orf43	3	-0.27
CCT7	3	-0.12
CLNS1A	3	-0.1
CPVL	3	0.01
CYGB	3	0.13
ESYT1	3	-0.08
GBAS	3	-0.13
HNRNPH2	3	0.3
MAST4	3	0.33
NAV2	3	0.93
NBR1	3	0.22
NOTCH2NL	3	0.19
NPC1	3	0.19
PAAF1	3	0.01
PAIP2	3	-0.18
PAPOLA	3	0.26
PHF20	3	0.11
RANGAP1	3	0.22
RECQL	3	0.2
S100A6	3	-0.2
SRI	3	-0.08
TRA2A	3	0.07
TSNAX	3	0.19
BARD1	2.99	0.33
CCNL1	2.99	0
CD99	2.99	0.07
EXOC5	2.99	0.35
FABP3	2.99	0.41
MED15	2.99	0.29
NSFL1C	2.99	-0.01
SLC39A1	2.99	0.18
STRAP	2.99	-0.13
SYNE2	2.99	0.44
ABCC5	2.98	0.2
BUD31	2.98	-0.1
CD151	2.98	0.19
DEGS1	2.98	0.08
DIAPH3	2.98	0.47
EPS8	2.98	0.64
G3BP2	2.98	-0.05
GALNS	2.98	0.37
IARS	2.98	-0.33
MFN2	2.98	0.42
MGAT1	2.98	-0.01
RAE1	2.98	0.13
RC3H1	2.98	0.35
SFXN3	2.98	0.11
SH3RF1	2.98	0.27
STAG2	2.98	0.35
STK38L	2.98	0.22
TSPAN4	2.98	0.11
U2AF1	2.98	-0.18
AEBP2	2.97	-0.06
C5orf22	2.97	0.2
HMGB3	2.97	0.3
HNRNPR	2.97	0.02
KDELR2	2.97	-0.16
KIF15	2.97	0.28
LSM12	2.97	-0.23
MRC2	2.97	1.68
NCDN	2.97	0.3
PRPF6	2.97	-0.06
RIPK4	2.97	-0.43
RPL21	2.97	-0.55
SBDS	2.97	0.13
SDHC	2.97	0.03
SLC25A13	2.97	0.04
SLC2A10	2.97	0.33
SLC43A3	2.97	-0.5
TMED9	2.97	-0.23
TTC37	2.97	0.23
ACTN1	2.96	0.21
ATP6V1E1	2.96	-0.01
CNOT4	2.96	0.19
FAM171B	2.96	0.23
GMFB	2.96	0.07
IER2	2.96	0.09
KDM1A	2.96	1.55
MRPL44	2.96	0.34
NARF	2.96	-0.11
NOP56	2.96	0
PPP3CA	2.96	0.05
RNF167	2.96	-0.02
SCRN1	2.96	0.07
SUPT16H	2.96	0.13
TCF19	2.96	0.65
TM4SF19	2.96	-0.19
TSN	2.96	-0.21
VMA21	2.96	0.13
HIGD1A	2.95	-0.01
IDH3A	2.95	-0.08
KIAA0930	2.95	0.28
KIF3C	2.95	0.14
LUM	2.95	0.16
MAD1L1	2.95	-0.32
MAN2C1	2.95	0.25
MRPL37	2.95	-0.18
NPAS3	2.95	2.67
PLPPR2	2.95	1.2
PRC1	2.95	0.09
PSMF1	2.95	0.06
RAB29	2.95	0.12
SPOP	2.95	0.21
SRSF5	2.95	0.01
TMED4	2.95	-0.11
TRMT1L	2.95	0.61
UQCR11	2.95	-0.06
ZNF766	2.95	0.64
ABR	2.94	-0.08
BEX3	2.94	-0.05
CNOT9	2.94	-0.17
EYA3	2.94	-0.14
HIPK1	2.94	0.61
IFNAR1	2.94	1
LPCAT3	2.94	0.29
MAP4	2.94	0.32
MMP14	2.94	0.2
RBBP7	2.94	-0.09
SEC24C	2.94	-0.09
SPG20	2.94	0.03
SSB	2.94	-0.09
ZNF654	2.94	-0.14
ALDH7A1	2.93	0.18
CALCOCO2	2.93	0.11
FADD	2.93	0.21
GGA2	2.93	1.05
GGH	2.93	-0.11
KDM4A	2.93	0.11
KIF14	2.93	0.25
LINC00998	2.93	-0.07
MKLN1	2.93	-0.06
MLLT3	2.93	0.83
PJA2	2.93	0.06
PSMB6	2.93	-0.24
RHBDD2	2.93	0.25
SEC23A	2.93	0.09
SHC4	2.93	0.61
SHISA5	2.93	0.33
SRPK2	2.93	0.04
TOMM34	2.93	-0.27
TRAP1	2.93	-0.29
ANP32A	2.92	0.07
BAG4	2.92	0.12
BNIP2	2.92	0.04
CACUL1	2.92	0.86
CDKN2A	2.92	-0.41
CLIP1	2.92	0.25
COX20	2.92	0.35
CPEB4	2.92	0.5
EIF6	2.92	-0.12
ERC1	2.92	0.23
ERP29	2.92	-0.14
GORASP2	2.92	-0.04
KIAA1033	2.92	0.21
LBR	2.92	-0.04
MAX	2.92	-0.03
MBTPS1	2.92	-0.04
MESDC2	2.92	-0.13
MTX2	2.92	0.05
NCSTN	2.92	0.22
PLXNA1	2.92	0.18
RAD51AP1	2.92	-0.17
SEMA6A	2.92	-0.17
SERINC5	2.92	0.05
STK17B	2.92	0.15
TFIP11	2.92	0.04
TPR	2.92	-0.11
ZFR	2.92	-0.07
ZNF207	2.92	0.06
AP2S1	2.91	-0.07
APOBEC3B	2.91	-0.24
ATP5F1	2.91	-0.21
C16orf62	2.91	0.11
CHCHD3	2.91	0.02
CIRBP	2.91	0.07
EIF3D	2.91	-0.27
FAM127A	2.91	0.11
FBXO3	2.91	0.32
FIG4	2.91	0.11
GTF3C1	2.91	-0.09
HPS4	2.91	-0.13
IFT80	2.91	0.46
LARS2	2.91	1.43
LSM14A	2.91	0.2
LTBR	2.91	-0.09
MYL12A	2.91	0.2
PSMC5	2.91	-0.03
RBM12B	2.91	0.43
RMND5A	2.91	-0.13
RNF14	2.91	0.2
SCAF11	2.91	0.08
SYCP3	2.91	1.28
TIMM50	2.91	-0.4
TUBB4B	2.91	0.02
UROD	2.91	0.07
USP4	2.91	0.09
YARS	2.91	-0.18
ZBTB41	2.91	0
AKAP11	2.9	0.51
AP2B1	2.9	0.12
ARAP1	2.9	-0.42
ARFGAP2	2.9	0.14
ARHGAP1	2.9	0.1
ARPC3	2.9	0.03
ASNA1	2.9	-0.02
ATP6V1H	2.9	0.36
CSTF1	2.9	0.24
DERL2	2.9	-0.19
DZIP1L	2.9	0.9
PLS3	2.9	0.05
POR	2.9	0.16
SLC35C2	2.9	0.03
SNAP25	2.9	2.38
SRRM1	2.9	-0.09
TES	2.9	-0.07
TGDS	2.9	0.4
TIMELESS	2.9	-0.15
ATP5G3	2.89	-0.09
CCNE2	2.89	-0.28
CDKN3	2.89	0.04
CEP162	2.89	0.11
CNDP2	2.89	-0.06
CSNK1D	2.89	0.21
CTD-2410N18.5	2.89	0.28
DCAF8	2.89	0.01
EIF3L	2.89	-0.36
EIF5A2	2.89	0.38
HMG20A	2.89	-0.03
HMGCL	2.89	0.08
INTS6	2.89	0.44
NDUFB9	2.89	-0.24
NGRN	2.89	-0.18
NUDC	2.89	-0.23
OSBPL9	2.89	0.12
PCBP2	2.89	-0.19
PIK3R4	2.89	0.45
PKNOX1	2.89	-0.02
PSMD14	2.89	0.01
SCP2	2.89	0.11
SMAD5	2.89	0.3
SMN1	2.89	0.09
SYT11	2.89	0.52
VTA1	2.89	0.13
ZDBF2	2.89	0.63
ZFAND6	2.89	0.02
APOBEC3C	2.88	0.17
ATP5J2	2.88	0
CSNK2A2	2.88	-0.29
DAAM1	2.88	0.2
FIP1L1	2.88	0.11
GRINA	2.88	-0.1
HYKK	2.88	0.68
ITGB1	2.88	-0.02
LAMTOR5	2.88	-0.13
NOTCH2	2.88	0.06
OAT	2.88	-0.01
ODF2L	2.88	0.76
PIGK	2.88	0.39
PLAUR	2.88	-0.03
PYCR2	2.88	-0.22
RB1	2.88	0.43
RFC2	2.88	-0.18
RHOQ	2.88	0
RNF216	2.88	0.09
SHKBP1	2.88	0.08
SURF4	2.88	0
TCF25	2.88	-0.13
TIPARP	2.88	0.27
USP5	2.88	0.05
APH1A	2.87	-0.12
ATP5H	2.87	0.1
BCLAF1	2.87	-0.13
C7orf49	2.87	0.22
CCNF	2.87	-0.05
DAP	2.87	-0.18
FAAP100	2.87	0.02
GOT2	2.87	0.02
GPR107	2.87	0.68
KIF5B	2.87	0.01
MGST3	2.87	-0.16
MRPS7	2.87	-0.17
NAGK	2.87	0.32
NDUFB5	2.87	0.14
NIPAL3	2.87	-0.04
NOL11	2.87	0.19
OLFML2B	2.87	1.21
PAK1	2.87	0.2
PFKFB2	2.87	0.18
PSMA4	2.87	-0.02
PXN	2.87	0.04
RRP7A	2.87	-0.03
SLC35F5	2.87	0.17
SLC39A6	2.87	0.01
SLMAP	2.87	0.19
TLN1	2.87	0.42
TMX1	2.87	-0.11
ANXA7	2.86	0.21
ARL8B	2.86	0.14
ATOX1	2.86	-0.09
C7orf73	2.86	0.18
CHD3	2.86	0.57
CNPPD1	2.86	0.21
DVL2	2.86	0.12
FAM63B	2.86	0.06
FAM91A1	2.86	0.1
FUCA1	2.86	0.27
LITAF	2.86	0.23
LRPAP1	2.86	-0.51
MARS	2.86	-0.25
MBNL1	2.86	0.14
MIA3	2.86	0.19
MKI67	2.86	-0.1
MRPS10	2.86	0.29
NCKAP1	2.86	0.26
ORC4	2.86	0.05
RNF34	2.86	0.22
SDHD	2.86	-0.11
SNX13	2.86	0.17
SPAG5	2.86	-0.27
SSBP1	2.86	-0.15
SUN1	2.86	-0.24
TANGO2	2.86	0.31
TNFRSF21	2.86	0.61
UBE3B	2.86	-0.01
VCP	2.86	-0.22
WSB1	2.86	0.41
ABHD12	2.85	0.11
ANKRD13C	2.85	0.15
CD320	2.85	-0.41
COX11	2.85	0.07
COX6C	2.85	-0.21
EXOC3	2.85	0.44
FANCA	2.85	-0.34
HELZ	2.85	0.16
HIST2H4A	2.85	0.73
HTN1	2.85	-0.6
KIAA1429	2.85	0.18
LUC7L3	2.85	-0.17
MAGED2	2.85	-0.39
OSBPL1A	2.85	0.03
RANBP2	2.85	0.1
RASSF4	2.85	0.76
RPA2	2.85	0.1
SEP15	2.85	-0.01
SLC9A3R1	2.85	-0.16
STK4	2.85	0.09
SUOX	2.85	0.35
TBC1D9B	2.85	0.05
TRPV2	2.85	-0.38
TSG101	2.85	0.09
TUFM	2.85	-0.22
UBE2B	2.85	0.06
ZNF638	2.85	0.07
APRT	2.84	-0.39
ARFGAP3	2.84	0.05
CCT2	2.84	-0.18
CDKN1B	2.84	0.37
COX15	2.84	0.02
DENR	2.84	-0.02
DNAJB14	2.84	0.37
E2F8	2.84	0.95
ENTPD6	2.84	-0.14
FXYD3	2.84	-0.26
GREM2	2.84	1.85
LANCL1	2.84	0.12
LIN7C	2.84	-0.07
PRKDC	2.84	-0.1
RAF1	2.84	0.38
SEMA3E	2.84	0.98
SNX5	2.84	-0.18
TMEM168	2.84	0.37
TNFRSF1A	2.84	0.33
UMPS	2.84	0.33
UNC45A	2.84	0.25
ZNF146	2.84	0.06
B3GALNT2	2.83	0.3
BACE2	2.83	-0.02
C4orf3	2.83	-0.05
CCAR2	2.83	-0.08
CD82	2.83	0.3
CHID1	2.83	-0.04
CLSPN	2.83	-0.19
DHX15	2.83	0.08
ESCO1	2.83	-0.16
FHL1	2.83	2.09
FNIP2	2.83	0.27
GABARAPL2	2.83	0.22
IVD	2.83	-0.05
NDUFA10	2.83	0.11
NOLC1	2.83	-0.29
PDHB	2.83	0.02
PLD3	2.83	0.06
PNPLA8	2.83	-0.07
PPFIBP1	2.83	-0.33
PRKD3	2.83	-0.14
RABGEF1	2.83	0.02
STRADB	2.83	-0.02
TRIM69	2.83	0.45
TSR1	2.83	-0.35
TUBB3	2.83	0.05
USP47	2.83	0.15
VBP1	2.83	0.04
ZNF268	2.83	0.4
ANGEL2	2.82	0.17
BSDC1	2.82	0.31
CD9	2.82	-0.14
CNIH4	2.82	-0.11
DDIAS	2.82	0.09
DNAJC16	2.82	0.69
HAT1	2.82	0.21
HIBADH	2.82	0.03
IARS2	2.82	-0.17
KLF6	2.82	0.06
MAF	2.82	1.09
MIEF1	2.82	-0.25
NLRP3	2.82	1.59
NUP214	2.82	1.21
PSMC3	2.82	0.04
RBL1	2.82	0.36
RHOBTB2	2.82	0.9
RNF4	2.82	0.09
RPL36AL	2.82	-0.23
SETX	2.82	0.16
SPC24	2.82	-0.09
ST5	2.82	0.34
THAP5	2.82	-0.14
TPT1	2.82	-0.32
UBXN4	2.82	0.12
USP9X	2.82	0.05
VAMP3	2.82	0.14
ZNF141	2.82	0.02
ZZZ3	2.82	0.02
ATG4B	2.81	0.1
BCKDK	2.81	-0.15
CANT1	2.81	0.16
CASP3	2.81	0.21
CHERP	2.81	-0.06
CIAO1	2.81	-0.23
COASY	2.81	0.21
CYB5D2	2.81	0.36
DAD1	2.81	-0.03
DDX39B	2.81	0.12
ESCO2	2.81	-0.24
FAM98A	2.81	0.2
FOS	2.81	0.25
GLO1	2.81	0.09
HBP1	2.81	0.18
MRPL42	2.81	-0.25
NBL1	2.81	0.17
NT5DC1	2.81	0.11
OSBPL10	2.81	-0.03
RAB5C	2.81	0.12
RER1	2.81	-0.1
RPS27A	2.81	-0.49
RPS27L	2.81	0.05
RRAGA	2.81	0.04
SAP18	2.81	-0.16
SLC25A44	2.81	0.4
TCEB1	2.81	-0.15
TGM2	2.81	0.58
TOX4	2.81	0.33
UCHL5	2.81	-0.16
XPNPEP1	2.81	0.03
ALDH18A1	2.8	-0.21
AQR	2.8	0.32
ATG2A	2.8	0.49
CDC42SE1	2.8	0.1
CDCA8	2.8	-0.19
CENPU	2.8	-0.59
CLPB	2.8	-0.42
DDX6	2.8	0.27
DHX16	2.8	0.12
DTL	2.8	0.02
MAPRE2	2.8	0.06
NR4A1	2.8	0.23
PSMA1	2.8	-0.09
RAPH1	2.8	0.7
RBM5	2.8	0.15
RNF40	2.8	-0.15
SKA2	2.8	0.19
SNX1	2.8	0.01
SPC25	2.8	0
VAPA	2.8	-0.1
YIPF4	2.8	0.03
AC068533.7	2.79	0.88
ANAPC1	2.79	-0.11
ARL2	2.79	0.03
ASPM	2.79	-0.16
BAIAP2	2.79	0.4
C5orf51	2.79	-0.01
CERS5	2.79	0.15
CSNK2A1	2.79	-0.08
CYB5RL	2.79	0.82
EMC4	2.79	0
FAF2	2.79	0.02
FARSA	2.79	-0.32
FARSB	2.79	-0.16
GART	2.79	-0.25
GNL2	2.79	-0.08
HSPA4	2.79	-0.06
HSPA9	2.79	-0.33
IMP4	2.79	-0.3
INPPL1	2.79	-0.19
KDM3A	2.79	-0.06
KIAA1524	2.79	0.28
KNTC1	2.79	-0.05
NASP	2.79	0.2
PMPCB	2.79	-0.05
STIL	2.79	-0.27
TRAPPC1	2.79	-0.02
VDAC1	2.79	-0.26
YWHAG	2.79	0.16
ACAD10	2.78	0.11
ANAPC11	2.78	-0.04
ANKRD27	2.78	0.03
ASF1A	2.78	0.41
CBLL1	2.78	0.13
DCAF7	2.78	0.54
DCBLD2	2.78	-0.02
DHCR24	2.78	-0.77
EIF3M	2.78	-0.24
GCC2	2.78	-0.04
GOT1	2.78	0.06
IFI35	2.78	0.18
NDUFA9	2.78	0.04
NOC2L	2.78	-0.35
NSUN2	2.78	0.14
PCMTD2	2.78	-0.05
PRDX2	2.78	-0.37
PRKAA1	2.78	0.07
PTPN1	2.78	0.14
RIC8A	2.78	0.03
ROCK1	2.78	0.18
SLC37A3	2.78	0.36
SPON2	2.78	0.59
TCAF1	2.78	0.29
VPS16	2.78	0.36
ABI2	2.77	-0.23
BLOC1S6	2.77	-0.04
C14orf132	2.77	0.46
DCXR	2.77	-0.2
DDX47	2.77	-0.14
G6PC3	2.77	-0.26
GNG11	2.77	0.54
KIAA0101	2.77	-0.1
KIF22	2.77	0.27
NDUFA6	2.77	0.12
NEK9	2.77	0.03
NMRK2	2.77	0.1
NUDT21	2.77	-0.29
PCNA	2.77	0.05
PDHA1	2.77	-0.23
PKIG	2.77	0.35
POFUT1	2.77	0.27
SEC23IP	2.77	0.31
